4666;111712;10462;0;944;5586;11959;1437;5138;5609;5200;8964;1036;6217;1079;5934;11836;2788;6340;3198;1240;12218;8462;2810;6572;6428;3618;1352;4678;9412;11506;6619;9519;13211;7090;4013;6044;1827;8980;2661;9597;4503;2489;3794;6205;7545;10109;11761;11818;729;5952;1169;3541;8164;8407;3781;7319;2218;10222;2250;10247;4102;8693;1688;3936;2947;9780;2368;3019;9041;9063;655;6434;3536;9038;4757;4960;7355;10224;14707
9;400;0;0;2;1;0;37;1;2;7;2;0;11;41;12;16;63;11;38;6;0;4;14;64;0;17;4;3;23;0;11;31;0;0;0;12;54;4;21;26;4;8;18;67;104;1;0;1;0;239;26;122;11;1;101;0;40;0;1;1;13;11;114;0;34;4;1;11;2;98;2;46;42;0;24;5;1;0;0
550;14720;24;0;520;1602;0;391;1080;678;658;1624;95;2;418;620;1960;180;15;543;419;6;2169;744;822;1458;643;507;1099;1520;0;1551;1865;0;2183;973;796;431;2;635;1501;1151;391;542;915;1506;1316;19;106;324;958;513;499;108;2173;472;417;309;0;1359;2307;777;1843;279;1529;630;982;980;397;2156;1440;348;884;783;3;553;1273;2034;0;0
74;7184;2;0;349;909;0;163;824;73;687;576;89;0;200;636;845;31;2;241;194;0;1260;344;534;551;239;266;671;771;0;483;730;0;1254;807;325;130;0;305;1042;363;483;198;395;681;312;1;8;255;388;298;104;7;956;172;86;89;0;825;995;449;955;63;1038;88;380;731;188;1002;652;183;336;167;0;322;623;1132;0;0
211;7128;3;0;197;622;0;310;632;188;557;540;53;3;437;449;806;152;10;269;245;1;1090;390;629;567;544;225;386;634;0;832;685;0;840;657;542;338;0;217;840;587;207;339;430;744;479;0;9;257;504;288;302;19;718;314;110;198;0;279;1088;365;787;243;617;273;715;380;330;940;723;214;518;413;0;337;771;694;1;0
522;7180;198;1;104;588;0;184;611;1048;249;498;42;2;202;287;482;176;5;226;192;39;984;240;234;903;401;202;297;267;2;1222;683;0;890;489;584;310;0;139;272;917;181;362;409;370;1892;57;189;77;253;128;313;146;745;344;1286;280;0;127;1520;272;312;228;263;505;827;248;250;1447;403;92;510;508;1;335;642;298;2;1
454;4220;4;0;73;124;0;210;162;424;119;361;24;1;267;138;495;204;21;127;170;2;418;114;325;245;346;120;106;369;0;714;561;0;272;226;322;266;0;87;339;417;37;237;257;577;524;10;47;160;614;134;310;75;308;237;154;275;0;35;515;149;398;225;62;476;464;127;231;405;606;103;362;479;0;143;379;192;1;0
170;3264;3;0;82;202;0;160;163;239;125;306;14;0;152;191;421;98;4;122;126;0;379;89;243;212;212;139;130;367;0;484;368;0;300;233;245;207;0;82;323;322;44;158;209;381;378;6;49;89;318;84;160;54;323;159;97;179;0;49;469;152;432;133;54;237;333;156;150;405;340;92;251;283;0;134;320;281;0;0
112;2380;3;0;112;176;0;110;120;111;79;231;7;0;107;132;316;58;1;39;80;0;314;55;141;227;162;97;110;356;0;281;256;0;273;154;183;144;0;62;277;235;31;116;159;229;209;0;9;76;195;73;131;23;368;95;54;109;0;56;355;92;311;102;39;154;250;148;87;303;230;89;150;202;0;85;203;261;0;0
396;7180;4;0;280;398;0;331;340;443;304;626;38;2;339;280;880;170;15;283;302;1;863;399;545;404;534;386;209;691;0;1113;919;0;643;504;588;362;0;284;628;788;139;370;486;953;648;15;84;320;776;282;398;90;543;352;151;319;0;228;939;379;628;292;238;557;628;438;335;749;855;258;577;706;0;291;712;487;0;0
