28648;111712;11646;5803;19261;32655;33090;45190;25898;10521;7230;42188;16620;39812;26618;30343;11321;39613;16007;32312
212;400;174;14;152;41;19;0;38;382;97;1;145;17;235;2;52;91;11;17
5057;14720;1919;1768;2822;29;8233;305;4912;1572;2225;1;2158;66;5038;4679;2275;7043;4950;7508
2090;7184;746;1336;1379;3;4645;27;3553;329;1087;1;431;2;2192;1543;1201;2637;3819;3511
2742;7128;1465;940;2007;22;3308;49;2622;1008;1286;1;1072;10;2628;1752;1183;3175;2116;2908
2876;7180;1295;540;1591;6;2195;1148;1774;1206;679;10;2016;110;2099;4370;908;3382;1109;3201
1993;4220;1092;447;1167;28;1160;157;828;1150;555;4;1535;49;1753;1172;624;2513;425;1283
1354;3264;713;380;856;3;1378;114;881;655;445;0;775;25;1252;920;518;1812;510;1281
981;2380;475;333;567;3;1165;32;649;479;327;0;466;7;871;680;313;1194;426;1147
3237;7180;1523;1211;1950;18;2588;153;1651;1432;1340;1;1690;54;3036;1741;1245;3809;1478;2358
