8348;111712;15967;4849;0;14049;8329;3753;13832;2551;8468;18473;3758;9142;14747;3596;4855;4878;11235;1614;11752;5385;24081;12611;14817;14672;7292;5781;8640;8769;2636;14528;18878;14785;10708;5809;10564;20264;22705;6006;11200;6219;1669;12349;7031;1804;15540;9743;4314;11780
7;400;0;22;0;0;29;63;5;6;208;0;15;8;1;190;34;103;2;4;8;38;0;194;59;54;24;51;61;76;48;0;0;17;3;6;13;0;1;97;46;1;2;1;1;14;66;3;101;18
2012;14720;48;642;0;3271;2121;935;3;952;1202;0;758;2241;2886;424;691;754;776;371;1;1013;3;1885;2386;2298;1047;1046;77;1632;953;2041;0;2506;3097;2346;2498;8;71;770;1122;1372;736;3535;2094;598;2659;2494;781;1404
1282;7184;6;79;0;1350;840;381;0;536;467;1;569;1413;1173;82;265;157;167;253;0;446;1;721;1274;1397;676;220;8;658;520;542;0;1121;1705;1721;996;0;6;335;1009;1094;569;1708;1543;303;1063;1351;266;258
1106;7128;4;260;0;1139;1103;764;0;458;629;0;259;864;1454;340;567;420;219;219;2;453;2;1152;1170;1172;656;573;44;1073;520;840;0;1027;1300;724;1241;0;6;458;892;976;440;1307;929;395;1024;887;600;626
1064;7180;348;602;1;1295;1027;432;0;384;594;2;222;519;2214;346;442;551;1746;94;2;416;4;859;595;426;431;853;33;701;267;2332;1;616;1359;366;1790;63;131;493;431;728;204;1394;514;221;903;378;600;1521
380;4220;11;538;0;540;750;457;0;227;512;1;91;236;775;374;422;475;256;118;1;203;1;902;807;579;250;689;79;683;211;787;0;613;396;122;789;9;35;288;350;357;227;464;132;237;891;278;491;901
398;3264;7;220;0;498;538;271;0;227;295;0;92;305;662;193;292;321;185;89;0;164;1;585;628;489;233;410;35;467;152;582;0;485;443;176;591;1;33;220;354;332;164;536;111;202;586;440;351;508
284;2380;4;123;0;509;357;181;0;178;203;0;63;258;467;164;177;214;100;67;0;97;0;385;420;479;130;282;19;321;117;333;0;424;376;198;460;0;6;129;199;226;174;467;81;147;407;356;238;295
835;7180;11;492;0;1003;1349;705;0;581;820;0;292;522;1310;424;588;659;308;244;2;508;1;1397;1196;997;543;931;73;1140;545;1009;0;1024;1007;620;1454;2;53;451;628;781;595;910;350;476;1358;645;663;1013
