19110;111712;3449;18084;6366;20696;9979;3575;15681;20581;18497;25468;9786;8105;22318;30971;12744;10225;5796;30156;14507;5481;5179;17258;17121;20468;35854;7786;20207;39328
6;400;9;6;112;2;200;32;54;84;210;21;2;67;5;0;166;84;87;4;43;259;18;25;9;21;0;11;163;0
2546;14720;1034;5141;1124;4038;1525;1116;2129;3235;2866;12;3113;1265;4676;601;2290;1208;1557;25;3006;707;1380;3208;4335;4688;0;2527;3186;22
640;7184;849;2851;377;1511;473;602;1489;1266;1153;2;2384;604;2009;78;623;201;700;1;1544;143;714;2290;2113;2320;0;1911;1682;2
1226;7128;636;1848;859;1520;881;560;1611;1239;1639;13;1379;712;2057;111;1270;560;1094;4;1887;513;732;1577;1636;2338;1;886;1501;4
2909;7180;337;1297;830;2568;979;286;1106;1192;1534;3;709;575;2512;1898;1542;1006;607;16;1422;584;553;1056;1260;2276;3;560;777;118
1238;4220;322;537;744;824;788;255;648;1098;1271;13;211;372;1078;258;1274;988;524;10;941;600;424;512;630;1226;3;216;912;18
847;3264;246;699;483;702;518;215;593;759;839;1;211;302;931;177;739;424;363;5;765;327;348;591;731;1018;0;288;740;10
475;2380;209;645;341;609;377;180;335;509;534;0;189;136;736;73;506;290;241;0;519;237;241;441;620;751;0;285;634;2
1560;7180;818;1334;924;1335;1175;630;1286;1708;2060;10;679;727;1889;291;1825;974;1047;13;1752;681;874;1043;1186;2218;0;877;1579;20
