1647;111712;0;4298;2402;12380;1193;11098;6872;4480;7490;2884;16162;6690;6761;2409;6479;16665;9704;5497;9536;2252;5629;8407;8563;4476;8973;17387;1009;4446;10496;6070;1137;9490;3599;3655;4225;7629;1900;2302;10809;11593;11424;3069;1082;10297;2933;9549;8203;3316;7030;3230;6187;7274;13089;4146;6538;10282;8765;9053;4818;3844;7780;3177;7719;17563;9943;2832;9880;13059
28;400;0;0;38;0;3;20;38;40;10;7;0;1;34;38;10;0;136;3;19;4;1;1;24;30;1;0;2;52;9;8;1;0;10;25;168;17;103;44;2;19;0;113;24;0;3;4;1;11;108;116;7;4;1;0;6;3;2;143;33;32;2;23;15;0;2;18;83;0
415;14720;0;1521;359;0;508;2132;1076;665;1739;481;0;1928;853;556;874;37;1710;1392;1516;877;1202;2281;37;749;2127;6;527;1070;2283;823;141;1404;446;815;642;775;380;733;1214;1880;8;253;496;254;1722;338;1638;652;969;441;1810;756;2;1248;1740;1;2601;1259;552;797;1945;388;5;0;2248;755;1508;0
183;7184;0;1005;60;0;305;1204;648;293;553;538;0;1084;288;216;377;2;699;869;1044;547;874;1003;4;215;1002;2;363;294;906;699;116;348;43;434;167;792;103;345;494;787;0;45;270;41;1105;38;595;282;432;146;784;80;0;1089;920;0;1472;554;318;154;1029;134;0;0;1009;360;769;0
319;7128;0;603;181;0;331;998;882;381;919;223;0;805;589;470;509;1;753;490;838;383;717;738;23;463;919;2;320;589;760;589;75;551;146;331;370;616;340;563;787;795;0;178;304;57;387;51;587;514;468;266;902;229;0;673;945;0;1014;727;353;405;669;298;4;0;977;249;668;0
195;7180;1;273;351;0;162;422;471;415;1373;204;4;778;537;338;537;131;566;387;258;314;721;583;24;489;1373;19;119;576;525;297;48;1988;416;224;349;339;314;260;1070;493;92;194;133;1173;198;476;964;362;358;321;1099;1044;6;453;700;0;990;475;330;754;244;291;2;0;1455;180;276;1
219;4220;0;58;321;0;154;544;403;211;753;66;0;165;460;345;270;10;743;128;312;185;187;313;39;413;425;4;185;569;498;140;55;502;380;159;372;199;299;216;492;492;2;238;148;102;58;165;326;297;292;202;531;489;1;185;440;0;330;588;178;530;229;289;3;0;426;87;512;1
173;3264;0;58;174;0;146;516;335;149;555;61;0;253;283;216;215;9;441;154;333;198;200;336;17;246;396;4;123;340;421;153;24;376;153;142;189;236;180;153;348;391;2;112;105;56;94;135;258;210;205;170;418;277;0;208;379;0;350;339;153;302;326;193;0;0;388;82;413;0
113;2380;0;46;124;0;123;371;207;63;313;49;0;194;204;150;153;0;280;140;295;173;140;366;8;198;293;3;126;226;303;86;14;208;78;85;136;138;157;105;281;299;0;83;87;32;117;39;234;131;150;94;311;128;0;158;249;0;308;247;85;198;304;129;0;0;397;68;318;0
354;7180;0;224;357;0;415;862;769;424;1211;199;0;496;662;448;493;16;1059;266;605;520;392;550;49;568;764;7;446;902;921;399;80;672;329;371;505;380;379;485;639;836;2;221;307;78;364;243;498;499;520;320;1024;510;0;503;874;0;810;908;303;730;505;343;3;0;733;337;826;0
