9821;111712;2777;16694;17064;2410;4027;15444;10665;5135;7112;6064;15948;14906;3698;30077;2194;28293;13215;8925;4914;20929;5673;9373;9743;13038;9792;23354;15944;6288;10673;24147;12874;17436;17605;15897;6295;11802;22407;2123
4;400;53;17;0;7;182;185;19;3;39;49;151;1;66;0;5;1;57;226;1;7;152;117;21;5;3;4;9;94;50;0;51;75;2;8;19;5;0;12
2276;14720;1035;7;707;945;666;2728;1030;2362;1022;1154;2274;3413;950;1;471;47;1821;1451;1438;4271;548;1681;1985;3645;2865;9;2087;872;1168;0;2275;3370;2814;3932;1274;3162;45;759
1816;7184;552;1;138;747;159;1173;143;1642;461;508;1070;1420;388;0;330;4;1314;440;1119;1877;87;443;1051;1837;1822;0;598;298;850;0;736;1617;933;2129;869;1564;3;393
1173;7128;610;10;193;510;502;1206;398;632;788;516;1141;1257;796;0;281;5;1062;744;839;1805;343;948;1431;1378;1090;2;656;625;869;2;1345;1673;1482;1479;552;1523;3;425
737;7180;310;2;2173;292;549;731;1075;312;648;455;667;1628;458;3;123;112;399;772;575;1845;429;1231;1091;1057;1107;4;1321;653;528;2;1838;1102;2769;653;406;1898;285;275
226;4220;249;4;260;247;507;1045;776;106;503;223;873;560;523;0;137;26;431;663;298;980;545;1024;671;479;294;5;659;491;345;3;1091;997;1040;500;183;671;29;271
207;3264;195;0;166;202;329;689;378;130;363;190;586;525;310;0;104;24;452;417;332;855;217;586;538;578;381;3;491;352;314;0;714;775;798;628;193;618;14;218
142;2380;148;0;90;215;242;459;227;153;214;113;379;564;209;0;72;5;345;306;229;640;149;422;369;459;308;1;296;226;173;0;472;566;506;614;145;493;1;163
484;7180;644;6;272;708;661;1612;754;541;787;611;1301;1000;726;0;286;37;783;973;764;1716;494;1465;1248;927;724;5;1025;687;657;0;1726;1868;1465;1108;523;1354;20;553
