7671;111712;0;3062;3098;9543;13816;7701;7580;1422;6832;7733;20476;10284;3945;6351;4074;21034;4903;10395;8368;12092;2985;1368;4237;7865;10822;10227;14690;2403;5491;8683;12347;8403;4574;9882;12332;4234;15259;11600;16089;5323;2456;10601;3321;12559;20469;5365;16315;4980;4551;13824;4293;8979;8977;1269;2400;10659;3221;1343
1;400;0;4;40;8;0;13;5;5;12;85;0;5;36;36;28;0;43;0;24;3;3;3;12;68;5;1;2;104;0;163;18;36;26;3;82;16;2;1;0;2;31;2;14;12;1;48;0;86;2;53;163;2;24;2;46;140;141;38
2227;14720;0;1439;428;2;24;958;1951;576;1558;1049;0;2516;756;967;982;8;664;567;2080;2;1024;244;743;1113;1097;2358;10;519;1321;1140;2197;50;855;2484;1990;510;2946;1569;0;1229;486;2697;617;2073;67;1292;0;599;1946;2170;668;2607;1047;584;712;1919;320;603
1225;7184;0;1033;124;0;2;829;1231;312;476;358;0;1519;133;420;441;0;277;114;883;0;631;176;332;649;200;954;2;160;1141;448;1194;4;436;1203;1104;53;1257;372;1;801;202;1192;516;794;8;361;0;283;1329;952;142;1413;907;456;314;775;52;341
782;7128;0;373;275;4;2;726;1036;338;859;676;1;1029;383;428;422;0;411;139;1079;0;496;122;624;848;539;882;0;448;841;642;986;27;415;1093;1003;168;1469;603;0;503;375;914;234;695;9;746;0;384;668;976;384;1069;682;371;643;830;245;397
537;7180;1;229;367;2;207;387;933;189;1414;565;1;385;667;451;295;48;475;1529;1122;0;385;62;479;385;1268;1252;14;411;622;597;425;25;296;1602;345;460;1875;2191;2;470;242;754;207;682;169;718;0;419;281;602;421;1157;318;159;323;652;255;186
181;4220;0;78;334;2;4;192;396;177;718;506;0;293;553;227;134;6;269;203;727;0;229;64;350;413;674;400;5;366;235;527;589;50;186;433;577;459;734;654;0;101;269;413;77;526;35;683;0;268;72;640;368;343;250;220;392;841;300;192
330;3264;0;123;218;0;3;200;378;179;488;336;0;367;286;181;119;1;182;142;530;0;236;36;248;311;393;358;2;273;234;314;565;19;180;437;458;187;640;460;0;116;185;409;76;434;35;420;0;200;79;466;239;376;305;144;219;475;134;146
260;2380;0;136;138;0;3;111;286;130;307;242;0;345;208;169;74;0;107;75;368;0;187;26;171;205;252;369;0;195;175;211;415;13;79;336;400;99;479;242;0;80;127;467;60;285;8;284;0;101;88;310;156;305;192;150;155;312;111;111
549;7180;0;422;413;2;7;487;832;432;1160;788;0;617;694;494;492;4;465;226;1351;0;591;114;574;747;784;671;7;495;541;790;933;52;410;789;955;386;1234;803;0;215;418;701;254;934;52;1037;0;385;347;1059;505;891;480;503;533;1167;305;418
