29330;0;26972;1380;16294;19114;0;3315;22382;13806;11731;32855;5831;19285;12706;6369;27618;23927;39773;18177;21471;16236;7302;20932;18032;22423;5389;20689;10078;27229;16864;7776;3078;15615;20986;8954;19544;29331;22094;17305
16;0;0;39;36;0;0;783;9;77;0;0;50;0;27;137;0;2;0;6;18;1;0;1;23;0;0;0;0;4;0;97;343;2;0;78;48;1;8;0
4616;6;26;1319;2828;2953;5;1669;5899;3083;75;4621;2224;1118;7634;823;5598;3776;658;404;6401;2720;45;1142;2604;246;13650;208;154;4218;2344;2509;1219;2258;3432;1471;3143;1441;3700;4377
3905;0;13;30;1539;3126;0;315;1816;1668;62;3451;1175;117;970;35;3391;2080;403;283;892;48;0;608;250;44;0;98;0;2126;0;962;171;156;1127;207;1364;1331;2935;2488
304;0;3;19;310;118;0;43;114;185;38;282;137;0;91;12;274;132;47;63;25;2;0;105;19;2;0;21;0;268;0;244;82;3;2;57;249;98;144;56
588;0;1399;13;423;714;0;20;383;260;2523;1750;122;4;280;30;2167;289;8843;509;237;160;9;1768;232;1580;0;6740;0;699;0;136;56;55;86;152;409;3017;179;246
483;0;1015;310;1484;134;0;374;855;1274;265;121;608;10;966;460;280;498;702;452;381;109;1;2166;518;128;0;69;0;897;0;739;414;55;125;818;1242;261;225;251
733;0;149;86;808;175;0;453;975;883;93;130;402;11;759;609;357;590;270;170;517;185;3;764;664;112;0;13;1;737;1;475;312;88;171;714;991;212;339;139
890;0;0;52;634;251;0;324;742;823;0;340;344;2;709;712;315;483;4;53;518;231;0;54;605;28;0;1;0;529;0;442;228;215;242;919;994;68;604;244
3083;0;12;249;2156;1193;0;764;1945;1872;134;1145;1183;1;1307;1019;1490;1832;116;388;1418;744;3;599;1437;17;0;19;3;2055;0;1469;684;933;1095;1206;2414;722;2035;1058
