34882;0;2388;0;26063;19424;65079;67398;21347;53747;66629;58734;42884;21130;42381;16211;38202;24530;54363;6801
66;0;148;0;3;356;4;5;0;0;0;17;48;139;4;95;0;101;1;819
15099;6;1708;6;3941;5968;1052;7228;14321;9212;897;8188;6518;4287;6311;1433;7255;4914;5990;2283
1815;0;73;0;107;2922;645;5782;0;6124;506;5243;2885;2007;1125;43;3667;820;4871;551
101;0;39;0;6;344;111;449;0;467;67;589;315;478;9;20;93;86;228;147
452;0;26;0;218;381;3722;4635;0;4155;16565;2544;676;446;169;117;391;394;1100;87
1062;0;463;0;206;1907;2626;487;0;722;1120;2282;1914;1914;192;612;494;1394;482;813
1211;0;169;0;321;1329;740;551;0;705;343;1856;1650;1061;295;783;384;1373;577;743
938;0;114;0;445;1158;69;770;0;593;4;1572;1526;894;531;900;472;1355;571;688
2186;0;458;0;1327;3163;702;2869;0;2815;144;5445;3900;3009;2116;1301;1774;2597;2535;1459
