11498;0;0;59;0;58;2122;0;1445;11172;1159;221;19798;22020;0;203;95;31441;7258;0
13;0;0;62;0;451;1672;0;382;84;69;198;557;94;0;2319;23;503;440;0
6064;6;0;12087;10;4809;7112;3;16891;11314;12890;16872;2199;10234;2;7855;10666;5684;9164;34
11783;0;0;3127;0;753;1340;1;3551;12292;4190;4412;3368;18834;0;1556;3623;12077;4141;2
2303;0;0;111;0;25;1241;1;2286;6022;3436;293;3673;4955;0;176;282;8024;5224;0
7077;0;0;6;0;2;431;0;583;6058;574;39;2967;10596;0;14;46;7745;1578;0
760;0;1384;674;0;331;1154;788;2934;2158;1898;1737;302;2980;0;1360;681;1509;2482;1438
694;0;0;945;0;193;709;0;1969;2300;1173;1525;291;3509;0;564;786;2081;2014;0
429;0;0;1085;0;175;677;0;1939;2254;989;1420;685;3121;0;646;1028;2731;1721;0
3415;0;0;2913;0;792;1830;0;3632;5078;1786;3544;4336;9794;0;1697;2110;11131;4642;0
