2600;0;0;5662;41;0;8072;57;12921;236;0;57;0;14836;44;560;0;17616;535;11183;12184;212;15388;2476;114;922;2833;0;0;0
255;0;0;8;430;0;106;37;37;2158;0;12;0;107;24;547;0;457;27;396;9;215;223;55;583;108;1073;0;0;0
10132;6;0;2102;2975;0;5141;10220;2909;5238;0;8271;2;4992;9713;7204;1;2803;7915;982;7736;10094;2481;9987;6551;11310;5090;2;7;32
3517;0;0;5144;467;0;8725;3087;6613;1149;0;2996;0;9905;2293;1274;0;5022;2316;1520;12572;2250;4311;6793;1277;2811;1004;1;0;3
3528;0;0;984;17;0;2136;127;4192;109;0;173;0;3150;57;511;1;2878;1993;2082;2571;304;6254;3239;120;1944;1682;0;0;0
908;0;0;3830;1;0;5907;10;5558;29;0;26;0;3800;5;286;0;2914;198;1722;6245;49;3846;1494;7;372;509;0;0;0
1957;0;14;219;240;1363;1345;644;1323;738;272;394;0;1128;360;1460;134;382;1154;77;1606;1535;1518;1238;982;1771;887;734;0;1095
1766;0;0;154;100;0;1265;664;1632;265;0;457;0;1909;623;779;0;521;655;93;1540;1291;1074;1370;631;1329;635;0;0;0
1586;0;0;79;93;0;1018;618;1505;367;0;627;0;2168;804;733;0;1104;679;281;1252;1209;1005;1272;592;1333;574;1;0;0
3531;0;0;1321;422;0;3531;1963;3624;939;0;1608;0;7748;2137;1783;1;5606;927;2058;4569;2453;4071;3025;1659;2149;1574;0;0;1
