364;0;0;4194;10;5630;0;5798;1167;0;596;8674;0;4308;0;103;8;0;0;1303;3263;41;0;1352;0;78;9153;5813;620;42;0;1198;8063;6;6897;9827;132;7017;9069;18;145;48;4382;60;525;8295;18;0;162;170
5;0;0;1;116;86;0;357;11;0;851;8;0;40;0;330;6;0;0;62;11;2;0;186;0;120;32;17;276;42;0;49;322;150;4;170;42;24;37;26;345;20;180;1019;20;290;4;0;124;1482
4385;6;0;1265;1181;2769;1;432;5354;6;3310;1898;0;1964;2;4756;5021;1;0;4713;2304;3691;7;5093;0;4610;981;4108;4235;5683;0;5486;1181;3563;3750;2426;5319;3815;1916;5017;4011;4984;1646;2476;5623;762;4728;0;5944;3473
1387;0;0;3289;220;4615;0;635;3560;0;653;4198;0;1845;0;896;1642;0;0;2916;4929;1250;0;831;0;961;2229;6057;1195;1480;1;2212;1756;13;6197;4554;1262;7239;4763;812;693;1617;532;412;2015;2054;2090;0;1234;806
1406;0;0;647;4;1777;0;1031;1959;0;255;2233;0;2646;0;108;53;1;0;929;481;157;0;1656;0;50;1579;1606;344;62;0;2266;1412;1;1545;1383;183;1310;3165;8;84;88;2076;53;1427;3664;82;0;232;89
164;0;0;2939;1;3213;0;903;689;0;67;2049;0;735;0;11;2;0;0;737;1910;22;0;508;0;3;1515;4309;179;6;0;542;1077;3;3273;1680;51;2601;4433;1;62;14;689;0;189;3057;7;0;45;30
614;0;2;109;121;755;573;20;495;1105;483;626;10;960;0;867;211;117;46;840;302;327;0;773;180;494;152;671;1030;502;688;828;167;628;807;259;726;1277;852;108;864;300;269;382;943;670;123;866;952;476
322;0;0;67;15;703;0;17;653;0;270;1377;0;609;0;509;369;0;0;768;341;426;0;570;0;467;368;912;761;399;0;975;118;3;675;405;636;1400;941;196;426;350;279;142;703;369;128;0;908;176
269;0;0;28;7;667;0;71;616;0;273;1413;0;574;0;515;543;0;0;662;202;601;0;605;0;406;736;806;620;379;0;866;265;0;526;816;630;1275;924;231;410;347;299;165;743;247;200;0;723;240
449;0;0;704;103;2519;0;787;1380;0;676;4280;0;1867;0;1215;1271;1;0;1820;1948;795;0;1286;0;1296;3285;1629;1500;855;0;1768;1990;5;2017;3952;1102;4205;2028;844;997;1237;1124;465;1141;1219;954;0;1340;646
