293277.891330;727298.201555;692571.099762;741787.171247;770391.334952;639753.088341;531956.288443;345591.074006;662659.001063;683782.579526;206151.388791;606837.200742;336399.108886;170644.491348;472996.727670;619185.466917;521846.958132;470812.724341;409098.676309;540649.808970;514381.807951;736161.719161;541163.362647;424623.681046;313594.984070;530266.485258;470796.803077;508796.970124;555388.605649;531792.901256;439532.397431
4808.000000;7.699814;77.291639;6.675907;333.689284;2835.906400;41.591883;226.507864;185.116207;324.783248;247.054614;121.801582;5247.390585;8759.988183;1442.817470;1358.471487;166.474159;4537.608495;1804.949699;1950.221342;224.011630;1799.198368;3734.931521;4061.151050;7784.343808;702.658936;3238.581870;1486.114580;415.186881;3733.098064;1630.683427
100669.000000;15342.020065;44067.476967;14869.846639;65274.221767;70022.541050;13195.552250;28966.055907;40816.243058;77551.266429;12916.468131;31218.510505;74357.281159;9044.874367;72674.449106;137238.240057;38738.309466;99265.585129;59055.220546;97004.415568;34677.889810;124295.161094;103327.581296;58794.150910;47551.522031;66287.706310;82670.824976;95495.535489;50265.750025;94524.482522;92548.817369
52192.000000;23303.501604;21686.265912;13517.876157;57912.172621;48077.125202;6589.560798;23757.605350;39443.075060;46243.481356;8429.683823;18739.451558;50708.796361;2456.755061;41167.785243;101640.158992;26561.307626;47318.200956;33318.447627;57241.587760;26611.017727;88724.862097;66714.233158;31628.457957;21516.929353;37654.346486;49085.254002;96363.365219;35032.325511;81675.559405;53786.810018
33324.000000;15768.652775;25703.238358;15390.727768;38289.799593;41609.814185;8598.991871;3599.805637;27653.955719;35827.876952;8084.387099;19871.536871;42884.059522;2804.002034;24203.788486;62975.086480;20022.630759;41160.736020;19624.663085;56641.597498;24241.846095;64459.273479;45055.124336;28197.994273;20016.057258;35086.500698;46917.986448;65374.577576;25926.946830;59665.659896;43915.682397
22213.000000;16761.339792;26190.661961;28074.810745;32224.420474;16878.925201;24897.721209;16511.698028;19104.447416;47909.915376;6753.924319;21082.904500;32775.145037;7136.388722;38031.799378;63013.144203;13244.028559;32629.019486;16007.412875;33225.538023;16621.744473;39232.342072;37973.183375;22076.736916;12669.408064;20570.601770;33909.029965;55577.052918;27109.114946;52710.897481;28093.642713
46393.000000;3119.707113;2076.195889;6399.650263;10540.305523;9644.180712;12659.718587;3856.680622;2744.521627;23541.942383;4598.668038;8941.836377;22538.395543;2999.559331;31209.790700;50336.002959;2801.195094;13110.915758;7259.735770;14996.368086;7111.229063;50013.722089;26657.161567;31923.148505;13668.313183;6389.128492;18868.966620;30058.861078;18249.263229;28721.997453;25035.838345
31464.000000;7403.378372;3428.831373;11479.459600;10935.504921;8819.740651;11443.479869;4566.630813;2981.406892;21456.436194;2729.174485;8677.309344;19874.033693;2011.268876;18024.973031;39355.122687;2478.494791;13546.462737;6965.098003;15512.490679;4562.352119;32347.844197;26104.637152;13504.275912;6497.175832;5661.602038;14157.635775;31547.543254;12067.515730;23165.820616;20712.300363
22072.000000;7101.935995;3808.536448;11923.214590;10879.580563;8333.840540;7762.508865;3608.254651;2826.203752;15219.893264;2314.144742;7041.297705;16378.429838;3002.738524;20658.977619;31827.190397;3576.951136;14786.435027;7797.563511;15673.540969;4409.849393;24199.547904;19327.627562;12040.079117;7138.817292;6955.362168;13116.112293;27216.549306;10052.747958;19332.375196;18415.693677
50964.000000;18066.668941;11517.514228;27243.830294;23501.496300;21449.411133;19922.249199;18343.627001;9883.867890;36601.827291;4778.460504;15352.424628;44017.773725;4570.693564;62397.271565;88869.259643;9271.515843;39923.965792;20180.995618;33836.041522;12815.943311;58827.263643;57862.479229;34029.582009;17845.764144;18168.291818;35791.531518;70104.562579;27998.939274;55805.478138;44659.269657
