293278.050771;827613.154025;701448.024672;745351.226217;877497.511367;672099.065946;551593.359031;350030.939386;709822.271351;694455.518851;203783.200187;637899.412862;381499.971240;249697.722818;579063.793449;577397.072960;536838.484562;436593.096805;401201.894418;592850.612653;559888.133926;753421.354231;639046.325607;385515.624155;418354.441105;554732.521634;498158.160923;552287.772430;628771.282416
4808.000000;9.479236;78.854364;6.826115;328.872998;2921.049658;87.326825;301.895408;204.468159;392.473877;258.651538;166.820331;6039.608565;11847.795461;1927.279163;1231.406456;178.634004;4185.370000;1559.069846;2979.168853;297.706280;2042.283220;3685.651439;4870.098233;5337.309081;735.279554;2816.753432;3046.226351;949.641553
100669.000000;18236.134506;44212.230335;14343.730366;72662.767114;74208.834575;18011.656676;28232.835977;43881.887168;85512.546943;12759.552672;33839.110608;85322.333129;18888.396600;97316.432851;122156.855643;40246.606942;92483.701237;57665.946380;114913.565541;41458.841598;136694.756385;130818.040763;54297.006767;68406.622141;69793.226649;92332.594047;94720.519594;88641.266793
52192.000000;26275.999117;21550.371234;11849.107559;61496.207542;51205.953718;9447.649706;24220.736334;43063.850358;51352.087816;7967.978638;22629.726361;57383.944685;6155.751115;67616.838335;101742.577737;27775.179448;42603.128956;32691.622721;66045.161514;30489.222903;94224.771466;94823.394992;26967.637342;37059.477832;40061.807761;57173.391236;88627.144288;54405.279287
33324.000000;18472.449442;25609.374361;14716.760492;42278.868839;43816.732701;9992.063043;3830.530996;30253.743464;38412.258743;7831.723143;22787.583447;48410.546978;6098.904446;41477.914452;63649.047590;20942.407850;36642.329143;19272.251500;62132.161819;28488.017057;67752.222486;65686.451757;24328.514393;35613.146643;37938.698130;52054.954792;63040.031766;38043.310528
22213.000000;19747.076258;26464.070801;29513.347952;36967.331636;18333.005220;25549.115915;16760.457973;20996.061188;50347.232114;6612.328044;23390.191970;37100.217006;9278.117682;53141.895066;61759.761944;13844.416825;29125.766987;15567.340905;39704.459539;18880.395456;41575.459514;53795.374530;18910.253239;24536.037005;21836.185922;35664.257591;55631.253523;33965.588197
46393.000000;3686.689469;2172.476444;7535.071547;12249.856477;10643.841803;15406.892372;3999.180294;3265.715703;26731.741985;4572.122473;10497.592959;25337.194579;5577.517088;38502.488379;44470.269049;2956.360839;11182.378434;6939.959479;19126.679744;8802.020957;54357.435463;36649.716453;31514.458567;18270.293495;6835.754834;21545.111896;28229.295108;29014.884110
31464.000000;8544.522729;3482.307615;12500.957447;13022.983734;9767.261734;11869.169365;4761.553428;3438.216656;23344.242850;2659.404698;9131.409431;22238.344258;3581.346225;27555.619826;36989.289542;2651.707403;12084.848207;6600.251169;20685.684339;5518.631700;35408.497300;35931.615256;11873.647614;9900.589026;6044.592922;18038.835954;24467.406731;19925.062841
22072.000000;8470.987062;3711.396098;12241.889233;12970.520194;9118.370552;8124.605598;3838.461852;3188.856639;16210.395025;2283.554262;7324.210157;18225.945847;4651.991747;29671.989221;30564.070922;3789.480923;13376.330332;7345.787333;19152.843696;5592.308360;26630.175153;26707.903108;10763.601629;10786.511362;7489.108901;15772.243163;20629.452915;18093.008715
50964.000000;20959.626317;11627.872449;28079.242834;27223.593288;23539.955238;22268.825696;18880.238450;10997.959820;40644.435811;4779.741760;16567.215860;49377.685174;8265.351328;81734.842961;84514.103385;9746.999730;36086.589239;19456.492508;42673.007538;15833.063513;64981.061706;78903.185264;30711.154275;27974.094138;19120.563374;41634.669012;57851.351238;49205.078094
