293278.844208;626853.576049;573490.995952;581010.658049;418530.457574;366488.486890;546676.630059;183380.007001;410395.571177;627402.690724;150346.439509;403197.217585;200333.958017;151051.466512;378862.894910;503855.441218;403529.274002;345252.328440;227369.154339;399289.825935;399009.537649;479900.262327;486558.911193;273719.235884;270304.357637;407295.701088;381401.639712;425165.944098;238405.406478;388541.030478;412891.666490;364443.936076;430412.277455;281199.690847;470781.867122;445375.209424;245850.949792;417718.113220;379182.951721;318105.969379;402915.024096;300414.399685
4808.000000;3.388772;57.145605;36.740571;337.859256;2012.351897;1.765781;0.430384;88.214134;361.075874;312.505601;62.931530;4715.523338;8121.855185;647.842806;331.750016;128.067121;3040.675790;942.953813;1532.353878;171.091706;713.495915;1525.759785;4269.436830;5221.910500;193.580955;845.820901;1199.041480;240.209421;1175.814121;1545.272239;3230.126765;1713.043244;1654.696561;303.872262;1949.839999;1887.741146;103.958974;21.544631;3305.773545;991.677655;3486.860013
100669.000000;10310.360326;36166.935621;33467.608446;33801.326067;44549.068449;6623.726836;19430.234524;25170.505467;71993.652304;12183.755836;18168.464735;43712.744918;6867.708379;61412.360427;69065.733488;28364.799861;75281.280539;29330.111860;71766.021659;27167.721066;47656.393330;72456.805696;39415.744849;40805.415687;35384.638598;51531.708669;90983.653856;13793.248626;56988.947757;113509.741881;78573.310260;73088.234512;34907.997944;40075.717463;88204.940403;51542.629280;24449.086830;7110.568670;48506.771603;65181.741003;53056.582275
52192.000000;19161.037993;17272.179721;23166.882244;26978.088768;30835.789511;6730.207967;22257.629187;21150.671444;51517.228273;8504.045487;11007.213370;27975.023124;1357.681542;33318.668645;48571.249018;20141.330233;39649.374957;19553.452577;47671.145064;21201.383804;46515.781492;40436.099759;18801.017641;18941.088283;22987.488726;28469.375402;82982.203429;6069.775180;48254.184700;64724.609884;47378.095889;44464.510016;8580.935690;29943.739776;81558.847760;41701.934490;21667.951523;3063.720465;37682.978962;33142.420550;31518.957452
33324.000000;11826.637954;21422.149452;21127.265882;16484.016022;27022.086629;8889.459130;2607.640952;15765.338874;37967.122110;6706.463923;12089.311981;23689.032661;2005.567324;17911.046552;30475.197484;13354.402650;35701.043282;9670.716745;47206.499254;19809.870204;34753.559222;26967.954298;17252.447924;16489.669559;20538.238020;27278.201578;54589.432415;7376.387742;29172.348568;46130.232606;37766.998539;36542.399475;6586.891063;22850.210291;58501.204712;33996.646924;18698.121488;5326.620525;27506.127878;28837.661922;30680.776184
22213.000000;13210.411212;22547.448247;21796.868430;13295.176883;5599.052800;19555.125086;14245.104940;11014.027099;37840.228494;4417.382981;15261.210884;18822.332448;6359.679007;26612.801570;41511.545065;9435.822369;28465.400218;8223.477680;25631.714693;13211.166514;20315.598016;25880.405787;11744.765175;11144.786296;12412.259324;16780.687016;47376.628400;10004.643391;37382.941659;27911.489998;31299.775367;25546.635277;7545.829108;21669.524672;46675.093374;25517.875285;16790.304088;17834.039761;27072.108445;19302.830016;21732.802925
46393.000000;2582.188380;1543.343390;4179.978796;3984.057983;2345.771542;4245.882428;2168.445266;1087.390900;20643.542474;2766.646140;7137.791679;12953.840008;2461.585034;21025.731387;24908.990211;1683.642154;11037.847870;4111.760288;10233.175325;5627.250459;15719.771704;21909.030632;19083.844255;10270.923714;3392.851994;12617.409544;33646.955200;12611.479949;22868.210342;41578.615921;17484.638371;22204.891554;3589.326640;13346.099690;24735.244872;14245.037441;5112.165054;8566.580314;21302.830849;6237.300970;12820.929275
31464.000000;6371.251536;2664.548044;7197.419934;5007.082905;2040.388911;8250.732074;1557.258231;1392.915824;18115.391173;1798.602072;7450.014677;11565.913518;1490.958305;13362.535825;19032.189282;1637.622432;11903.012863;3621.763884;10919.239750;3472.432626;10132.770070;20185.090483;7198.329761;6259.437504;2562.554374;8694.381613;30454.910971;5842.783772;17709.035596;27029.406301;18784.531615;16865.977699;5363.910252;8982.828134;25476.486086;12641.092808;4123.289929;8661.439512;11962.734500;6162.456163;8073.278992
22072.000000;5612.739591;2863.346785;9296.572607;4992.327731;1943.320178;8133.357375;974.407297;1380.419310;13504.466183;1754.763386;6002.906203;10206.686584;2368.511982;15561.137757;13332.420029;2313.633592;11937.474590;3551.686004;11697.878969;3410.436034;7236.286288;16760.920409;7026.096606;7287.142782;3574.953968;8645.780314;24825.210495;3791.735727;18956.122647;22631.660998;13285.322407;14480.024678;5831.509999;7579.103416;19198.643466;10359.075387;3383.459641;5537.813244;10221.323100;7162.629679;8112.692562
50964.000000;15120.889761;9799.526160;15726.984883;11516.917286;5620.132072;20558.162379;10868.125604;5307.145264;31159.137639;3393.128437;12519.117577;28369.145670;3247.171755;48693.932206;38169.972279;5951.154457;33618.201272;9886.125727;24480.394662;10326.212003;18348.828756;48119.299256;19337.482065;15723.944461;9496.411362;21656.433695;67377.380260;9901.537255;48638.260583;52059.669502;35838.292119;37944.955151;15656.499844;20663.976557;55747.550770;26423.192993;9536.051679;13230.170827;31817.381387;19484.163225;22304.941160
