658484.000000;1306135.000000;337491.000000;460036.000000;207733.000000;53894.000000;79818.000000;206055.000000;195060.000000;415875.000000;41047.000000;309026.000000;108190.000000;38800.000000;14423.000000;1000370.000000;906924.000000;181364.000000;3579.000000;57904.000000;219215.000000;344372.000000;95884.000000;242238.000000;276410.000000;19211.000000;750996.000000;360644.000000;961701.000000;81877.000000;190545.000000;171609.000000;559076.000000;91377.000000;11887.000000;333178.000000;703444.000000;425244.000000;138585.000000;552692.000000;26651.000000;254604.000000;699942.000000;54.000000;25068.000000;274142.000000;1741.000000;313895.000000;488761.000000;52986.000000;316872.000000;64893.000000;477.000000;23940.000000;153790.000000;151420.000000;244327.000000;499742.000000;816984.000000;99559.000000;153363.000000;765832.000000;604562.000000;110885.000000;153013.000000;167508.000000;353273.000000;994218.000000;408799.000000;398495.000000;42531.000000;875795.000000;381525.000000;15985.000000
1179.000000;12012.000000;1626.000000;979.000000;295.000000;5316.000000;327.000000;771.000000;3675.000000;3634.000000;95.000000;512.000000;358.000000;15.000000;297.000000;130.000000;614.000000;520.000000;13.000000;134.000000;440.000000;828.000000;276.000000;1914.000000;659.000000;703.000000;3050.000000;2928.000000;1339.000000;106.000000;728.000000;839.000000;2979.000000;295.000000;38.000000;851.000000;5139.000000;2421.000000;4557.000000;5132.000000;62.000000;4603.000000;266.000000;0.000000;271.000000;768.000000;4.000000;4710.000000;534.000000;1121.000000;1403.000000;1211.000000;1.000000;270.000000;1895.000000;4732.000000;429.000000;1154.000000;534.000000;1018.000000;3367.000000;1690.000000;658.000000;161.000000;161.000000;3148.000000;5486.000000;3670.000000;2250.000000;120.000000;85.000000;1774.000000;158.000000;209.000000
134484.000000;293747.000000;84945.000000;60471.000000;26482.000000;3391.000000;14960.000000;37257.000000;45041.000000;141943.000000;4910.000000;31166.000000;17500.000000;2457.000000;1398.000000;44287.000000;95057.000000;21662.000000;499.000000;6167.000000;23346.000000;30225.000000;9846.000000;52841.000000;47335.000000;1513.000000;127911.000000;82966.000000;97430.000000;10376.000000;33807.000000;31716.000000;116932.000000;7452.000000;1509.000000;52767.000000;72541.000000;70996.000000;27419.000000;120291.000000;2855.000000;17232.000000;44750.000000;13.000000;4023.000000;40691.000000;269.000000;65307.000000;68910.000000;9042.000000;56061.000000;11755.000000;124.000000;3860.000000;29602.000000;33375.000000;30642.000000;92011.000000;87515.000000;19518.000000;29590.000000;134058.000000;74146.000000;12577.000000;14607.000000;33061.000000;83124.000000;186396.000000;68705.000000;28700.000000;5096.000000;141480.000000;31507.000000;2027.000000
59258.000000;153045.000000;37801.000000;33397.000000;15959.000000;1337.000000;6849.000000;19857.000000;32896.000000;93069.000000;1598.000000;19838.000000;8886.000000;600.000000;341.000000;37851.000000;60116.000000;25083.000000;227.000000;3423.000000;12771.000000;16145.000000;6578.000000;25844.000000;23329.000000;442.000000;75831.000000;44205.000000;63135.000000;6865.000000;17320.000000;14743.000000;59098.000000;5585.000000;704.000000;30943.000000;46862.000000;49957.000000;13539.000000;78584.000000;1560.000000;7097.000000;31581.000000;1.000000;1092.000000;36061.000000;103.000000;26831.000000;33451.000000;3214.000000;29746.000000;4228.000000;39.000000;1171.000000;12888.000000;24449.000000;16946.000000;62419.000000;40001.000000;8518.000000;14225.000000;85961.000000;37665.000000;8835.000000;5900.000000;14322.000000;44238.000000;98008.000000;48750.000000;10867.000000;1838.000000;77713.000000;13288.000000;368.000000
41472.000000;105997.000000;30342.000000;25948.000000;13971.000000;617.000000;5696.000000;19232.000000;25342.000000;55989.000000;1520.000000;16984.000000;7213.000000;705.000000;156.000000;28677.000000;50968.000000;2952.000000;162.000000;2346.000000;10262.000000;9969.000000;3729.000000;21034.000000;12126.000000;189.000000;66137.000000;29016.000000;43138.000000;5376.000000;12045.000000;9404.000000;55100.000000;2148.000000;448.000000;24320.000000;36060.000000;32916.000000;9273.000000;51526.000000;1062.000000;4667.000000;24120.000000;2.000000;973.000000;24480.000000;61.000000;21765.000000;16471.000000;2582.000000;27221.000000;3481.000000;16.000000;1045.000000;10419.000000;19312.000000;13271.000000;41004.000000;33687.000000;6189.000000;10469.000000;58754.000000;30443.000000;6238.000000;4298.000000;10635.000000;36055.000000;65935.000000;32485.000000;9781.000000;1640.000000;57985.000000;10563.000000;164.000000
37802.000000;89471.000000;18144.000000;20033.000000;9020.000000;3242.000000;3865.000000;10770.000000;20900.000000;38547.000000;1654.000000;13375.000000;5904.000000;1040.000000;365.000000;27503.000000;26307.000000;10595.000000;115.000000;2447.000000;8327.000000;13094.000000;2786.000000;15313.000000;19461.000000;582.000000;40491.000000;23553.000000;31539.000000;3538.000000;11166.000000;9841.000000;31562.000000;2432.000000;438.000000;17582.000000;22229.000000;39981.000000;6781.000000;41809.000000;821.000000;11224.000000;25883.000000;10.000000;829.000000;23799.000000;66.000000;17172.000000;41229.000000;1725.000000;17694.000000;2480.000000;67.000000;835.000000;7431.000000;14181.000000;10050.000000;43748.000000;55409.000000;4966.000000;7169.000000;64472.000000;17566.000000;5271.000000;7242.000000;7913.000000;29654.000000;51225.000000;38434.000000;22582.000000;1681.000000;50445.000000;21371.000000;501.000000
52950.000000;105377.000000;8529.000000;15280.000000;4885.000000;1198.000000;4184.000000;8806.000000;12758.000000;28645.000000;2523.000000;6698.000000;5519.000000;1292.000000;401.000000;14197.000000;19803.000000;2619.000000;180.000000;1491.000000;6005.000000;6695.000000;2629.000000;14086.000000;20602.000000;464.000000;34195.000000;30525.000000;15066.000000;1552.000000;14999.000000;14167.000000;19328.000000;1751.000000;435.000000;16222.000000;16424.000000;22802.000000;11020.000000;38634.000000;909.000000;4312.000000;13980.000000;2.000000;1105.000000;11690.000000;90.000000;8856.000000;24337.000000;2741.000000;13741.000000;4110.000000;35.000000;967.000000;6718.000000;10248.000000;5907.000000;29901.000000;30132.000000;8522.000000;13217.000000;52248.000000;9153.000000;3122.000000;12593.000000;6407.000000;17434.000000;78288.000000;21704.000000;14571.000000;3121.000000;24702.000000;12647.000000;523.000000
40647.000000;78198.000000;10594.000000;12712.000000;4328.000000;861.000000;3065.000000;7254.000000;11864.000000;23877.000000;1323.000000;6281.000000;3966.000000;668.000000;211.000000;17233.000000;16266.000000;3892.000000;102.000000;1831.000000;5092.000000;7500.000000;2442.000000;11903.000000;14674.000000;242.000000;31037.000000;23299.000000;13033.000000;1201.000000;9631.000000;8753.000000;19684.000000;2278.000000;290.000000;13241.000000;11761.000000;20882.000000;5422.000000;35246.000000;904.000000;5502.000000;13915.000000;2.000000;459.000000;12860.000000;57.000000;9851.000000;20857.000000;1381.000000;12629.000000;1965.000000;13.000000;478.000000;5181.000000;8709.000000;5683.000000;27776.000000;26189.000000;4132.000000;6657.000000;46138.000000;9036.000000;2554.000000;6776.000000;5327.000000;16471.000000;56299.000000;19486.000000;11948.000000;1551.000000;24740.000000;10850.000000;391.000000
33035.000000;59941.000000;10198.000000;11058.000000;3906.000000;1395.000000;2833.000000;7064.000000;9909.000000;18416.000000;1134.000000;5793.000000;3570.000000;475.000000;249.000000;14431.000000;15934.000000;3828.000000;95.000000;1131.000000;4184.000000;6082.000000;1889.000000;10349.000000;14685.000000;319.000000;27586.000000;19964.000000;12070.000000;1107.000000;9137.000000;7885.000000;19527.000000;1940.000000;199.000000;10510.000000;9815.000000;18805.000000;5475.000000;25687.000000;643.000000;5441.000000;13457.000000;0.000000;461.000000;12164.000000;57.000000;11694.000000;24521.000000;1291.000000;10980.000000;1849.000000;24.000000;435.000000;4886.000000;7378.000000;4460.000000;27105.000000;21729.000000;4009.000000;6543.000000;40829.000000;9770.000000;2380.000000;4562.000000;5663.000000;13598.000000;44968.000000;17879.000000;8422.000000;1285.000000;21808.000000;8750.000000;246.000000
72691.000000;135924.000000;26286.000000;26500.000000;10368.000000;1452.000000;6681.000000;15655.000000;26783.000000;44276.000000;2663.000000;14325.000000;9638.000000;1080.000000;274.000000;34089.000000;39083.000000;9832.000000;144.000000;1790.000000;8998.000000;12786.000000;2922.000000;25798.000000;38521.000000;347.000000;66438.000000;51761.000000;31943.000000;3094.000000;21474.000000;20733.000000;41812.000000;2737.000000;405.000000;26286.000000;27302.000000;53794.000000;13976.000000;73990.000000;784.000000;17239.000000;30670.000000;5.000000;1344.000000;30489.000000;91.000000;25381.000000;68973.000000;3368.000000;28372.000000;4717.000000;33.000000;1130.000000;12660.000000;20347.000000;10139.000000;65493.000000;52164.000000;10814.000000;15029.000000;100221.000000;24991.000000;5654.000000;11679.000000;13371.000000;38143.000000;109862.000000;51092.000000;20632.000000;3039.000000;53008.000000;21926.000000;401.000000
