78707;33;3375;110671;100192;76179;34577;42289;59813;52256;145855;74451;47016;49965;42807;97596;110609;89037;95145;40525
0;0;1249;0;0;14;0;13;2;0;0;1;79;0;467;2;0;0;4;416
8678;11;12;2835;1;9248;455;11269;173;310;8476;20097;5697;105;2429;1516;2872;10578;13172;4504
3490;2;7;1826;3;7307;494;12809;207;20;4450;16683;2841;95;3159;555;712;7270;8803;4867
4384;18;504;3086;5;7169;568;12967;227;42;4093;15192;2783;116;2712;288;924;9228;6447;4847
4373;0;5101;6437;6352;3452;1727;5783;3228;702;2256;4022;1305;12405;5363;1744;4488;3877;1255;1625
1865;6;5;115;0;947;349;340;4;9781;9;70;3244;22;117;270;808;57;30;861
2723;0;1;84;0;1583;350;203;2;5620;129;20;3171;0;88;1559;1798;46;667;856
2835;0;0;229;0;968;367;143;0;3053;895;22;2180;0;74;3026;3303;162;1278;365
7920;0;0;928;0;3542;1126;1362;5;4197;3278;525;6449;5;345;12444;8790;938;2893;1617
