14704;0;679;17861;32911;12840;19671;36;32448;13381;17829;7507;34833;554;35959;224;26693;11254;15819;10448;28364;18687;14987;5461;12392;29697;19626;24555;11884;13168;13470;6773;2957;13084;6121;31753;21233;25137;21299;31400;14513;3;18578;26610;24932;12004;32084;13132;27377;16533;9839;6388;14579;28128;24516;8188;22252;17505;19229;33496;3594;10282;16876;19353;808;828;21315;7761;30541;11638;15493;22316;11643;17027;21828;37177;19313;17165;37440;1115
7;0;4;0;0;4;0;0;0;7;0;2;0;1156;0;0;0;28;0;0;0;0;1;16;0;0;0;0;1;0;0;17;5;0;23;0;4;0;0;0;89;0;0;0;0;5;0;0;0;1;1;0;0;0;0;2;0;3;0;0;0;0;0;0;710;25;0;9;0;74;0;0;2;30;1;0;2;0;0;18
3;5;0;719;351;2157;0;5;140;2328;0;1342;2758;107;2485;0;1258;56;1480;34;1631;0;76;1385;2642;1701;108;0;1994;132;23;1057;260;0;1099;1864;1193;705;3215;2488;477;1;0;550;820;3292;3194;2486;6;2208;4096;2;4;1;4069;2885;0;1397;6494;1991;25;154;4270;0;7;0;2258;1699;4793;1927;3;3570;5108;1041;20;1772;3947;786;264;20
4;0;0;196;79;839;0;1;124;3220;0;275;1623;16;1039;0;700;10;1145;5;1001;0;156;1743;949;538;19;5;1588;75;59;1691;432;0;1112;1037;1031;326;2711;896;430;1;0;88;62;3221;2044;2492;1;1032;4035;1;4;0;2313;3572;0;1195;4441;1205;0;245;3925;0;0;0;2250;1241;2962;1305;4;2960;5149;592;17;1099;2805;48;179;37
33;0;82;177;49;940;0;17;345;3149;0;374;1327;50;1145;94;552;13;2181;5;474;0;121;1530;1393;1052;47;2;2257;110;87;1614;256;0;1204;1038;654;588;2544;1019;304;1;1;64;109;3973;2065;2523;0;1300;3936;36;5;0;1316;3112;0;887;3881;1309;22;427;3807;0;24;241;1670;1567;2532;1266;7;3856;5047;422;25;912;2136;102;93;99
341;0;342;412;845;989;197;0;1386;1193;438;384;147;2;936;2513;869;977;2416;194;936;6962;85;243;1160;3669;763;429;1972;1048;473;614;211;192;176;99;213;1246;1443;2036;529;0;6089;819;1516;2200;260;105;151;204;1619;2041;1788;189;120;1342;99;221;181;439;79;3752;436;201;336;857;765;741;144;360;4709;958;662;314;139;188;96;46;403;1846
0;1;0;1210;1;953;0;7;5;97;0;2393;0;17;3;1;167;2;112;2322;78;0;4;86;131;48;254;0;316;10;102;114;5;0;253;1;105;18;162;33;34;1;0;566;581;277;0;10;14;36;40;0;0;329;0;65;0;92;1;0;6409;49;0;0;0;0;31;721;0;418;9;4;6;160;0;0;1;31;1;3
0;0;0;1516;289;1271;0;0;2;169;0;1741;10;5;20;0;513;3;75;1742;892;0;31;33;377;78;373;0;169;12;384;136;17;0;150;1;321;41;285;70;10;0;0;1330;1245;207;7;15;169;144;2;0;0;718;62;13;0;286;3;0;1996;1;1;0;0;0;68;875;4;317;0;7;18;383;0;12;65;147;69;0
0;0;0;1043;1241;1006;0;0;3;96;0;1132;118;1;88;0;985;0;159;482;1398;0;44;41;547;149;828;0;245;31;359;77;3;0;86;31;264;72;327;364;6;0;0;1151;1696;121;27;10;541;167;1;0;0;531;163;17;0;96;1;6;1211;0;5;0;1;0;59;334;5;196;0;9;14;441;0;102;124;164;480;1
1;0;0;1673;4919;2319;0;0;50;815;0;2298;630;1;689;0;2065;0;799;1171;4834;0;126;172;1732;674;1109;0;1237;183;1065;427;47;0;321;53;974;371;1146;970;12;0;0;4568;3659;923;114;98;1966;633;138;0;1;1198;430;146;0;250;16;41;654;43;105;0;0;0;422;1346;9;1024;1;185;171;2104;0;282;104;345;2502;3
