425;19492;0;58;874;151;261;970;721;39;10547;207;24888;355;6265;4;152;1220;1416;214;12278;44;25;18576;709;59;591;1549;109;134
301;1836;5;204;343;199;402;133;1992;236;636;271;153;297;190;26;69;51;324;53;257;235;99;105;166;130;350;86;276;214
1216;46364;895;5630;4954;6398;9679;12283;10531;2841;7278;10489;8223;3191;4312;1474;8813;11249;5369;11064;5723;3578;1805;7905;11823;2133;12146;14320;4424;7301
4091;35760;238;3472;6669;3238;4762;9239;5007;3084;7089;5520;10385;4281;5984;508;3405;5867;11521;9212;8063;2557;1523;6711;5895;1206;6124;9243;2606;4480
1196;25224;27;2086;7638;2916;4936;7109;5926;1157;2024;4803;2427;2769;1635;92;3813;4484;6926;10522;3199;1675;667;1658;6819;305;7734;7653;1222;3784
113;17512;800;2746;520;3431;5311;3387;2221;1284;2089;5682;1081;2108;683;1226;5715;4413;482;263;153;1750;853;2330;5255;1519;6199;6135;2133;4544
85;9600;0;1552;1204;1217;1839;1866;2600;1169;2691;2725;1334;747;819;62;1625;1191;3760;714;148;1013;580;3785;1512;308;2120;1565;842;1727
191;9600;636;1457;2242;982;1194;1870;2031;755;1825;1505;1875;330;1125;1061;1239;1300;4855;1629;755;1136;789;2312;1411;1053;1618;1262;1307;1055
229;9252;79;1432;2264;1245;1406;2054;1020;717;932;2157;3042;478;1038;172;2173;946;3994;3147;1614;1063;639;1524;1015;276;1625;1152;719;1169
395;21852;2;2072;4046;1835;4070;5313;3166;1307;837;4467;11029;1639;1623;38;3446;2327;5681;10009;10682;1827;460;2165;3256;217;4196;2676;931;3159
