704;19492;1;99;1280;10107;1529;164;1139;41;260;27703;323;20582;2360;14088;152;1413;856;40
234;1836;10;411;412;340;2395;386;400;159;99;174;389;155;116;652;492;358;532;89
16436;46364;1464;4826;24240;6326;11644;5632;9273;2662;13503;9872;13266;8904;23670;9733;7868;6150;19093;2485
8927;35760;396;5488;11531;8960;9299;3568;15078;2297;11904;12232;7125;8027;13844;9829;6067;6802;9378;1228
7009;25224;45;2686;13110;4574;9557;1634;8911;1057;13964;3334;5672;2012;12273;2575;3480;4357;10666;286
8442;17512;1242;2589;12350;208;2394;2949;738;1227;500;1127;6908;2676;10381;2518;3795;3578;8867;1937
3137;9600;0;1762;3849;339;3917;1031;4493;828;1152;1314;2736;4227;2225;3014;2326;1158;3003;289
2300;9600;1054;1002;2800;1291;3792;1672;5247;1089;2454;2165;2156;2577;2142;2457;2185;656;2257;1504
2512;9252;143;980;3245;2197;2226;926;4831;985;4229;3394;2964;1761;1997;1504;2113;868;2132;314
6054;21852;5;2428;7642;10312;4360;1199;8448;889;12241;13470;4436;2487;4519;1375;3472;2468;6876;190
