347;0;15684;149;177;20;667;861;75;6849;404;102;7843;7973;52;80;297;2;1153;2905;29;322;54;34;288;11555;36;11;519;11676;9008;340;132;74;1208;135;996;19492;7;777
103;3;6;117;238;125;315;33;156;34;445;71;448;288;163;390;1728;13;52;207;214;170;24;229;282;407;137;46;250;74;28;185;53;195;194;207;63;1836;37;73
7677;625;3813;6428;1817;2180;6675;8546;2077;3288;9244;4394;5514;2920;2185;7711;6387;1093;10753;2548;3464;4401;10218;4688;8480;5968;2990;1179;4921;5226;4946;995;7836;3502;3426;6257;11673;46364;1175;9827
4288;176;7321;3136;3560;1823;5773;4296;1210;2845;4472;2569;4748;5642;1915;3896;2671;291;6679;4735;2465;4808;7450;2902;3881;5381;1963;817;9144;4901;4654;3634;2964;1746;7037;3676;6705;35760;519;5287
3628;19;1034;2780;1159;674;6011;3370;355;564;5965;1745;1440;1562;941;2919;3176;39;5813;1501;2881;6020;8283;1739;4622;1376;1563;357;4901;1267;3227;1070;3739;1173;5739;3138;5585;25224;101;5726
3791;562;146;3375;969;902;1786;2999;1273;1226;4018;2385;1389;100;966;3687;970;873;4800;385;2686;299;169;2300;4340;1865;1581;627;274;1530;90;98;5349;1926;449;4020;4793;17512;1033;4395
1458;0;280;1144;524;853;1735;731;368;1329;1889;1204;1844;114;686;2176;1575;6;999;270;792;539;531;1211;1401;2393;977;345;2975;2569;129;74;1382;526;2155;1365;1103;9600;80;1068
1075;463;1189;878;171;709;2247;905;871;1058;1333;831;1278;732;867;1377;1156;764;828;439;391;1101;1161;1279;921;1670;796;608;3105;1553;230;156;1048;835;3133;865;838;9600;775;1164
1226;59;2344;1300;232;708;1885;545;280;978;1126;901;594;1444;661;1854;488;111;803;464;533;1564;2523;1145;1055;1152;784;368;2894;905;456;207;1931;562;2595;962;796;9252;117;769
2867;2;7263;1891;731;930;3514;1475;253;877;3489;2178;579;7060;812;3437;1755;6;1868;936;1576;3469;8084;1641;3327;1765;1785;183;4952;1371;7508;347;3013;772;3675;2563;2597;21852;77;2243
