11723;81974;619;1414;9260;10207;18233;2226;19823;4627;10525;4038;6010;2543;19129;70;30588;1538;5098;17877;12165;6954;5898;15722;23896;23229;22784;29471;26138;6574
36;504;0;11;346;30;0;3;91;48;279;90;52;13;10;0;96;64;0;104;6;87;15;46;17;9;43;9;85;552
78;13260;0;5435;84;41;1301;8522;399;3875;461;18;2546;4952;581;0;1788;3085;12931;409;859;68;4399;1449;592;782;248;939;390;123
0;208;0;19;0;0;0;144;0;155;0;0;34;98;0;0;0;14;353;0;0;0;66;0;0;0;1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
805;6948;2;65;881;1193;699;49;1493;22;700;468;222;189;2032;12;2026;74;1;1429;2179;689;101;2013;2088;2722;2292;3327;1189;567
24;8400;0;5376;138;136;958;6598;161;769;718;16;3668;3467;31;6;1137;4999;889;364;32;44;4066;480;719;83;268;213;122;218
75;8036;0;3504;137;93;1266;5734;287;1282;1035;5;4994;3145;90;0;1370;4470;467;354;102;32;3469;745;587;207;132;210;199;162
53;6072;0;2183;56;56;689;4099;156;1491;692;7;3488;2269;154;0;1075;2613;1193;321;427;37;2360;720;531;323;174;354;177;108
117;13628;0;3620;248;173;2365;7649;495;3560;1281;46;6139;4555;414;0;3251;4661;4581;860;1328;107;5705;2091;1210;955;391;1280;452;385
