9570;81692;537;17;8368;4430;1;7938;13706;2012;8346;3944;207;8214;1;77;8815;8873;3102;1186;9550;4109;1807;11535;3460;6241;3583;15472;6530;5672;10591;6050;382;11036;34;446;5368;1793;16417;13244;1463;3950;7214;2001;11639;3808;1357;1350;9532;14163;3966;11486;808;10332;281;1906;2006;8626;13546;16563
4;504;0;0;34;334;0;14;9;53;25;78;29;3;0;0;55;61;0;6;121;12;1;19;183;0;101;9;33;2;19;108;8;40;0;2;185;36;12;10;26;12;34;0;99;28;4;0;52;1;37;3;1;0;0;219;4;0;7;9
571;13240;0;0;83;108;0;848;495;1555;24;28;1690;257;0;2;469;231;5181;2629;435;497;4468;214;16;366;39;261;1146;19;211;65;3613;236;0;4088;239;960;1136;824;2;2172;34;6235;172;40;3637;3834;99;274;1513;434;996;139;20;23;2686;313;460;288
0;188;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;146;24;0;0;232;0;0;0;0;0;0;0;0;0;4;0;0;114;0;9;0;0;0;16;0;100;0;0;5;14;0;1;10;0;55;0;20;0;80;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1659;6948;0;0;574;371;0;293;1136;6;968;491;21;1319;0;10;1153;744;2;170;905;913;1;1098;171;1550;573;2539;284;476;749;601;12;485;5;0;331;86;496;944;151;93;637;0;537;222;36;61;461;1015;152;1224;4;1633;0;144;37;407;306;1273
14;8400;0;0;35;120;0;253;38;368;84;19;3686;15;0;19;222;218;352;2515;650;41;1872;408;24;62;82;112;1218;4;32;153;3586;395;0;1589;296;1999;744;196;1;2326;9;139;139;5;3812;3647;43;131;1498;23;676;65;0;41;1099;472;97;56
44;8016;0;0;103;115;0;439;90;913;65;7;2775;45;0;0;239;192;206;2467;635;120;1183;129;30;83;36;104;1810;10;93;112;2126;650;0;1422;343;2280;1059;191;0;1440;4;37;198;14;3575;3047;90;123;1890;82;1872;18;20;35;899;408;158;147
336;6032;0;0;54;96;0;362;105;955;42;12;1353;103;0;0;326;155;455;1489;393;134;1622;202;9;167;26;248;866;14;83;61;1388;396;0;1719;280;1564;674;305;0;811;2;173;121;20;2073;1681;36;109;1409;118;1761;82;40;13;906;212;99;186
1027;13588;0;0;149;279;0;1142;340;1759;117;63;2113;218;0;12;827;475;1810;2809;1094;440;3633;382;86;472;70;464;2093;26;236;190;2020;784;0;4095;592;2382;2136;1258;6;2767;23;1249;338;45;4238;2797;129;450;2599;528;3308;165;40;94;2102;618;436;434
