4776;708;8501;3780;3878;7;3587;5303;4590;3684;11;107;3092;2416;5034;10478;1256;8235;3539;2307;4217;16;4311;5317;12646;2821;4365;82867;5045;5054;2082;6716;8481;3153;6521;10;3556;4542;5563;2881;5371;3125;5493;1609;6899;4820;3702;2596;4629;2272;7886;3543;3064;4369;4525;4438;12681;5611;4703;3474
13;61;7;22;19;0;24;101;328;2;0;0;15;62;6;8;103;8;116;161;3;0;25;8;1;12;11;588;193;6;17;3;0;2;0;0;19;7;2;173;1;21;12;22;17;33;164;248;151;20;50;0;11;152;2;8;19;6;1;23
1199;154;756;1526;302;0;1032;517;1179;1023;0;0;795;628;1819;33;626;241;1090;843;2335;0;1372;932;33;614;37;12164;1348;2440;1103;27;31;649;25;0;1307;1819;1814;293;2724;261;1863;577;973;1588;883;988;1179;839;25;1470;531;996;1248;1344;93;1587;2165;421
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;0;1;0;242;0;0;175;0;613;0;0;0;0;0;264;0;1;36;0;0;0;0;118;64;0;540;876;0;3;0;447;4;35;310;0;0;1;94;309;0;203;0;0;7;71;0;0;5;0;47;0;0;20;0;0;66;0;0;19
266;330;3;192;627;0;938;1812;523;1350;0;0;711;644;481;119;88;9;828;596;236;0;1504;104;9;881;770;7184;631;478;137;491;1;696;80;0;394;710;750;1808;357;944;294;390;1289;798;500;399;1122;378;50;517;832;856;0;948;11;447;447;756
1830;9;881;100;524;0;190;171;167;221;0;0;363;87;144;63;48;344;365;155;259;0;32;930;63;70;7;3172;187;350;79;27;4;233;36;0;156;406;331;54;348;205;89;84;67;823;126;100;129;88;22;473;112;181;761;314;221;161;162;129
1350;1;413;69;366;0;64;185;36;145;0;0;358;3;98;37;25;586;159;17;410;0;33;479;55;13;3;2400;82;256;54;33;4;100;19;0;99;183;266;34;452;128;108;7;148;582;23;29;56;48;59;895;36;49;1030;93;205;90;112;15
873;12;375;54;286;0;134;195;69;169;0;0;343;15;127;19;9;235;288;23;476;0;91;386;26;53;7;2380;113;328;33;6;6;188;10;0;98;262;291;52;571;145;64;8;284;729;46;39;171;66;35;825;156;102;748;149;80;82;118;45
950;5;814;475;648;0;459;367;328;546;0;0;1022;121;879;84;118;601;858;165;1384;0;796;1000;125;290;9;7200;671;1146;352;21;8;450;61;0;503;879;849;117;1117;310;651;115;635;1410;267;228;623;273;192;2519;331;482;1230;640;305;582;1354;235
