20744;82867;4147;8;16468;10388;107;15606;28890;9344;16720;21056;7296;34;18232;27000;7990;15989;26294;11083
16;588;243;0;106;123;0;310;13;147;146;194;111;0;53;91;387;518;11;30
6770;12164;1513;0;5224;1738;0;5558;540;1815;6737;317;3297;0;5632;531;2741;4192;3442;1650
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;876;0;0;0;483;0;20;467;7;2;977;0;0;464;206;0;1;3;1082
3277;7184;1111;0;1112;2940;0;2645;158;2262;3048;2592;597;0;3190;735;1582;2681;122;2480
1575;3172;203;0;370;547;0;1131;596;294;533;120;262;0;2657;560;378;720;2371;1164
2314;2400;21;0;264;223;0;494;353;40;471;109;182;0;1828;549;106;236;2293;717
2395;2380;30;0;227;449;0;876;245;128;623;101;133;0;1617;300;182;411;1666;732
5818;7200;234;0;1898;1174;0;3085;848;692;3973;289;1011;0;3453;817;837;1740;3001;1730
