11010;82831;1525;8704;9;5208;52;6869;3359;6884;9737;4290;15054;10250;8387;7844;4520;6778;7288;8951;9871;7050;4827;7485;27;4613;91;16997;6111;6802;5065;6242;17666;6295;5811;7239;3610;2908;11997;6
12;588;109;10;0;11;0;45;35;7;73;101;5;8;5;318;423;65;4;1;157;33;38;171;0;36;0;17;237;11;46;289;14;43;5;11;17;141;1;0
3190;12164;474;2988;0;1206;0;117;1732;2405;1443;1268;491;64;2093;2015;1579;1596;3898;3640;95;2426;1152;2127;0;458;0;332;2052;1399;678;1443;99;2087;1251;3422;1211;1242;24;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;876;0;0;0;2;0;740;0;0;34;0;18;619;0;0;0;399;0;1;120;0;0;4;0;252;0;9;66;386;26;13;186;0;426;14;1;0;334;0
778;7184;575;611;0;1430;0;1450;253;872;2932;1124;1;803;28;875;788;2026;867;996;652;406;1347;1709;0;1328;0;33;1361;423;1111;1096;58;969;1427;922;838;342;101;0
2115;3172;59;168;0;298;0;15;126;342;145;188;580;151;1216;294;197;849;301;713;59;172;175;219;0;318;0;362;574;1056;158;225;224;305;643;612;422;131;69;0
1564;2400;1;186;0;69;0;11;81;159;234;13;275;141;1473;112;48;610;310;1252;114;117;52;115;0;205;0;536;246;562;22;64;160;131;327;459;445;49;57;0
1188;2380;16;119;0;235;0;19;59;219;409;35;236;50;1128;155;56;671;375;1250;74;93;139;262;0;259;0;238;455;531;75;119;64;199;407;517;412;29;22;0
1821;7200;53;1364;0;688;0;32;542;1129;1040;281;625;148;1825;731;338;1309;2445;3241;307;755;545;1071;0;520;0;640;1361;1330;350;611;270;836;1048;1561;1404;270;109;0
