37580;901;19;21156;26710;44219;17806;24036;2102;21296;47633;26323;17786;24844;6818;29848;28110;32573;4326;23899;28314;51099;16580;45052;47103;1275;1586;26723;9722;38662;14429;54163;26372;27406;41001;27902;36132;18161;54129;27073
3;1;0;5;34;0;116;5;346;4;3;194;4;0;24;5;6;1;135;62;11;0;6;1;0;62;0;6;6;0;11;1;3;10;3;15;4;10;0;16
4539;1135;18;2972;4156;251;3480;2541;1199;1654;286;2198;1795;36;1433;2945;1141;3969;1751;3566;3411;12;2974;47;1814;324;7;1497;1870;16;2223;701;1039;3735;2341;4181;1845;2831;194;3473
3675;947;23;2175;2976;363;2157;2632;899;1501;437;1620;2268;20;780;2432;802;2779;1054;3164;3734;18;2456;87;1559;1343;73;1588;1152;11;1859;701;855;4315;1564;3591;1995;2672;281;3634
1903;12;0;785;1028;1400;691;673;205;1381;652;795;809;541;51;1724;499;1340;316;981;1039;1100;661;761;2633;11;6;732;504;1165;297;1940;766;1100;2388;1649;993;746;2222;1301
2520;0;0;82;438;1079;69;729;2;1447;1375;578;431;983;15;1549;1154;1165;23;169;375;2626;102;1990;2797;1;3;1281;141;1274;64;3398;981;356;2887;1261;733;149;3316;152
569;12;0;149;512;35;150;837;105;274;127;247;136;0;31;495;410;564;185;250;657;31;251;194;246;6;735;958;335;18;121;299;356;208;384;195;192;421;94;278
807;0;0;29;614;47;26;342;12;199;52;466;90;53;3;1884;75;1192;4;126;179;94;32;102;525;0;402;2280;60;148;26;232;848;31;709;253;213;38;219;83
472;0;0;36;506;53;66;273;22;271;41;552;236;46;36;1123;144;864;113;413;230;109;394;101;500;3;1151;1571;252;93;150;318;338;176;728;539;192;174;207;107
1259;8;0;518;1154;401;524;790;82;749;1655;2206;474;38;738;1615;1049;1716;471;479;367;289;1228;619;764;65;7428;1618;782;195;627;1254;555;296;1522;803;1909;547;220;786
