55099;22;1426;105713;31577;40306;4657;108769;47768;90637;51662;63938;9767;81820;72515;56548;52178;80096;37182;39189
14;0;63;3;15;48;444;1;19;0;107;23;102;8;12;0;205;7;36;6
7483;19;1457;103;4831;7042;2274;2378;5814;452;7861;8514;1985;1496;6953;50;3601;5367;5149;2771
5835;23;1691;165;3693;5657;1549;2593;6991;528;6754;7817;1840;1366;6062;37;2784;3916;4620;2271
1910;0;40;2384;906;1618;382;4469;2094;3022;2081;3569;77;1734;2760;1295;1575;4287;1733;1864
1227;0;0;5283;133;231;17;4896;915;3279;433;3021;26;3948;3250;2311;1412;4832;211;2270
1468;0;22;304;277;661;214;398;704;190;976;1172;48;819;1617;7;519;694;337;640
1300;0;0;472;47;58;10;680;203;643;340;902;13;291;4422;191;703;1402;111;707
1360;0;2;381;307;621;85;630;602;403;1083;1178;62;340;2744;132;819;1264;125;462
3358;0;11;975;1376;2601;323;2095;2609;916;3276;3675;872;2610;4205;195;3552;2837;1029;1285
