25746;19;474;40950;15007;10845;15467;40415;12684;21305;47242;45145;8078;22093;21830;40270;18097;25964;2227;11865;26356;43691;17380;23630;3063;31604;50246;5990;29981;7966;17322;34129;856;28554;15167;1344;6398;21133;12038;16518;41596;1703;28573;19883;8635;27852;2350;25035;33343;22810
0;0;0;2;5;2;5;0;3;5;0;2;8;9;0;4;14;3;0;41;8;0;10;13;32;3;0;272;0;18;9;2;39;3;3;0;2;1;4;3;0;317;1;6;7;6;130;10;7;104
489;18;784;18;2198;1114;1949;1907;1159;1787;4;170;1462;3360;36;205;2908;3024;10;2758;4105;771;2020;3382;311;1888;224;1202;17;1770;2545;1488;616;927;885;10;1367;2734;2201;1403;197;943;3670;2431;1712;3075;1236;3031;2268;1811
497;23;417;15;1584;954;1625;1676;1501;1590;14;291;1230;2467;21;195;2436;2919;44;1350;2873;691;2511;3687;899;2041;272;643;11;1067;2527;1649;1142;743;779;61;730;2760;1674;1373;254;720;2483;3148;1439;2441;740;3110;1485;1390
803;0;0;791;703;277;432;2176;598;1264;1108;599;212;847;452;574;702;770;6;421;1667;2377;735;1061;3;1206;2107;215;886;103;838;852;26;586;470;5;378;913;534;985;1461;174;1158;726;391;1384;207;928;2005;684
1280;0;0;1966;75;279;54;2033;259;1873;2422;1176;62;314;873;1710;79;925;3;27;1542;3485;89;713;4;1759;3062;34;892;23;131;729;0;1265;553;1;106;246;82;965;1059;1;1002;191;83;1164;10;389;2218;487
295;0;0;109;79;534;106;237;93;587;14;92;106;430;0;255;117;551;841;104;229;172;300;181;4;608;89;118;14;51;104;157;22;280;148;650;220;180;277;147;33;86;346;317;204;254;120;673;335;198
1200;0;0;115;32;75;20;440;52;371;19;36;18;468;34;104;26;411;3935;4;383;265;72;98;2;578;193;34;148;5;9;79;0;83;281;290;40;180;42;149;52;11;310;33;9;662;1;194;621;311
635;0;0;112;17;110;54;458;189;187;30;31;205;304;39;113;78;155;2915;48;380;330;139;387;14;390;187;100;76;38;38;72;2;93;210;990;200;442;104;196;48;15;264;65;323;500;39;191;700;387
527;0;2;263;296;391;449;782;338;632;278;1445;725;520;26;1167;288;432;4690;328;759;816;681;511;554;919;225;288;160;317;248;1882;7;1085;351;6772;661;454;290;575;298;54;570;165;860;927;230;350;1348;1864
