20087;4;27801;428;25905;10739;154;5195;23374;21883;2994;16558;35;11065;14575;29040;1068;1519;5274;5593;8123;18585;26777;435;4707;22344;301;15372;17021;16828;656;30102;24873;8444;17101;2549;1069;10541;25852;4760;13933;9693;1673;15713;8463;1185;11681;11312;33578;18935;12201;6605;25011;9290;218;17242;28467;12568;20306;15951;34793;25091;7921;22594;934;16512;9537;14874;18255;11393;5680;8444;7218;9353;944;16635;11813;10520;9834;34768
0;0;0;0;4;1;0;216;0;2;6;5;0;5;21;0;236;0;11;0;0;28;1;0;2;2;0;3;2;0;29;1;0;1;0;256;0;8;0;15;1;4;11;5;3;0;36;8;0;0;3;6;1;6;0;5;0;7;2;0;3;0;3;0;19;2;0;5;7;5;0;2;0;2;92;3;2;10;5;0
2607;3;6;716;265;718;6;967;7;1468;831;1186;23;1715;2494;579;505;24;711;91;913;1513;15;31;989;684;13;2135;2382;23;472;33;6;1855;1873;742;11;1297;199;925;1823;1347;879;1289;631;0;374;1307;11;398;1612;1320;1302;1204;240;2043;138;1516;2460;220;248;1912;840;467;141;1003;1328;2257;2804;1302;1181;1707;619;1758;615;2146;901;1645;1508;71
2363;10;2;209;188;631;45;511;8;1137;587;1251;20;1854;1963;525;467;20;682;585;1059;928;52;163;518;881;9;1612;1599;10;295;59;11;831;1026;544;17;1721;213;420;1780;939;415;1133;313;35;361;1601;30;592;1541;1101;1165;1055;850;2010;233;1632;1900;145;227;1966;1242;283;990;872;1241;2001;2158;1284;746;1070;797;1273;413;2467;708;1476;1014;107
642;0;573;0;310;291;0;143;643;1081;106;423;0;503;534;1658;88;1;72;1839;251;1058;431;0;267;904;2;516;637;368;42;411;506;249;719;206;5;419;1380;12;485;371;149;415;209;6;215;470;1299;331;600;298;669;307;0;577;735;496;976;368;544;1141;471;1606;0;1083;486;789;839;308;126;285;298;429;99;599;413;386;476;1156
509;0;1329;0;1009;350;0;25;545;1029;34;598;0;174;157;1737;1;1;14;2711;42;909;1228;0;86;1391;0;181;608;641;0;1231;1189;20;858;14;2;90;2215;6;118;44;17;531;337;1;299;142;1640;370;105;65;932;27;0;350;449;58;888;537;858;948;85;2343;1;896;59;596;549;312;18;21;235;55;2;273;482;48;51;2019
320;0;27;0;175;88;6;80;4;181;50;570;0;56;113;93;18;661;33;6;80;195;40;232;165;269;202;331;136;0;25;149;0;31;247;67;296;227;93;15;348;46;101;453;234;563;65;211;25;66;132;146;249;133;2;375;17;153;231;126;88;223;67;83;0;76;28;95;216;483;37;44;20;189;110;120;77;78;24;52
350;0;46;0;34;161;7;32;43;360;7;190;0;8;50;212;8;3500;10;56;1;278;26;167;20;422;65;304;267;34;0;61;15;2;235;2;1531;16;154;0;81;2;2;265;28;328;39;78;30;10;157;3;144;3;0;168;7;0;402;391;48;225;9;231;0;326;3;66;318;145;0;9;24;28;0;39;78;24;0;110
173;0;37;0;45;174;59;53;21;434;138;100;0;44;34;207;7;2022;18;6;39;397;43;528;62;295;748;188;255;30;2;68;36;14;207;12;1560;21;195;1;92;1;37;93;50;473;49;114;28;19;239;87;140;6;0;177;14;6;348;167;34;207;51;243;0;273;17;322;235;76;17;19;102;47;16;215;96;98;1;118
317;0;37;2;944;225;877;178;109;749;478;629;0;114;410;207;23;1916;90;14;122;1049;634;3301;309;571;3536;213;422;18;15;608;127;69;312;18;3059;68;268;0;134;193;232;292;225;3652;1013;190;84;1181;245;219;1056;17;0;343;300;25;661;148;1174;676;108;486;7;600;111;380;423;273;121;40;168;59;56;276;219;137;41;197
