51409;21;1192;24474;82800;15476;20877;40239;23678;31346;33221;9223;75137;64146;33340;23488;35512;6031;29463;48501;38170;36598;82094;46355;38803;26380;32194;61361;16599;2741
0;0;21;10;3;5;14;12;4;101;3;51;0;2;12;145;0;73;15;4;4;7;1;5;182;9;13;1;11;405
15;19;1322;3437;106;2385;3955;4949;1875;4726;1449;2582;187;654;2938;4136;42;1075;3686;4082;5375;5051;1696;1732;3154;3417;4050;3285;2744;1476
21;23;1455;2537;194;1741;3000;5121;1798;3906;1222;1600;262;703;3041;3084;22;1382;4146;3646;3650;3594;1903;1566;2348;3963;4650;2383;2104;1127
1121;0;23;963;1878;672;809;1743;1563;1366;985;534;2500;1884;836;922;859;11;1413;2568;1377;2126;2732;875;1390;921;1466;3654;338;271
2682;0;0;107;4138;265;117;1093;1565;354;1283;65;2389;3759;1446;101;1245;9;184;2627;862;2344;2763;1602;1100;238;803;4475;72;7
21;0;21;171;266;591;296;855;399;385;465;302;59;423;1292;200;3;18;319;822;833;423;254;469;357;746;336;460;139;142
100;0;0;52;347;138;33;498;274;312;1345;15;121;282;1245;33;149;2;72;2890;1448;802;344;133;619;128;149;923;28;13
125;0;2;53;288;529;417;659;345;627;545;303;123;320;968;113;91;28;144;1819;1104;658;293;182;719;518;483;958;149;37
315;0;9;584;981;1464;1341;2382;1127;1358;839;1043;493;1434;1849;775;83;711;972;2351;2334;1673;2074;2090;2762;2734;1372;1765;765;120
