4028;0;935;15;0;4636;4255;0;0;1704;27;3709;528;197;72;7530;4033;9849;4;2336;6038;2;0;1714;11203;5467;74;8223;4613;8988;3491;4663;18;5;6203;4827;9470;8846;3462;5438;4497;1769;9134;329;6988;504;10809;114;2515;1236;6944;11009;484;2642;58;4964;3994;8317;4072;34;444;12;5878;3182;1903;5497;7397;2662;493;2966;6848;9946;6563;13;6866;4361;854;4216;2605;21;501;5224;3077;621;3180;2132;6211;15;6012;8406
270;0;81;0;0;0;9;0;0;71;4;0;145;3;0;0;164;0;1;50;0;10;0;946;0;0;23;0;283;0;148;0;17;23;5;49;0;0;24;0;11;1;0;76;0;286;0;9;761;120;0;0;0;0;1;3;103;8;4;23;0;0;10;50;13;26;1;249;10;33;1;0;0;0;0;2;28;106;160;0;0;39;0;2;0;4;11;185;0;0
197;0;287;3;0;80;450;0;0;573;6738;979;4915;4315;15;378;868;3499;7052;300;1677;7962;1;1368;1942;119;5087;390;200;257;627;1090;6959;5773;491;1713;1140;1069;2870;99;327;631;635;3442;126;186;1177;9537;363;127;2965;414;6252;2977;4742;1023;425;851;617;4878;8184;3;1705;1281;1160;824;1067;209;189;443;4224;1264;361;0;299;4404;4388;529;387;7356;8589;657;3177;8473;354;2383;565;4966;4422;851
756;0;235;0;0;1843;933;0;0;364;1073;1009;846;1112;2;2249;1234;5102;1240;281;1679;1011;0;683;2257;1952;569;2292;779;3976;1122;2420;1953;452;1672;2308;2470;5276;820;1420;995;567;3825;863;2340;53;5472;1453;780;97;4108;3864;1140;1287;790;1782;849;2514;1677;1109;1319;1;2570;1089;683;1825;3337;410;60;561;2815;1838;1794;1;2748;1837;1278;1266;601;1198;1202;1309;1779;2202;791;783;1617;864;5114;3435
1691;0;595;0;0;1350;1510;0;0;577;4;2002;265;32;21;2323;2147;2822;2;887;1026;0;0;947;2585;1507;82;2825;1123;3052;1544;1080;0;0;2242;2317;2456;3060;1030;1147;1717;598;2202;67;1775;169;3599;37;1370;401;2049;3989;105;472;30;985;1168;3604;1284;20;46;2;2121;1134;261;1951;3159;1131;247;1095;2743;1512;2056;2;2167;1854;648;1859;884;15;41;1817;961;192;882;441;2482;11;2448;2941
799;0;209;0;0;906;916;0;0;608;15;2892;518;93;2;1596;1150;2492;2;376;331;1;0;835;1450;1590;49;1674;1035;1741;1039;834;31;1;1240;1638;1059;1236;358;1369;781;935;1551;8;1801;178;1793;97;791;124;1348;2355;142;1661;26;398;836;1895;1182;27;351;2;2203;1389;48;1421;1370;663;84;578;1670;1995;1450;0;1387;1687;478;867;796;23;299;1206;944;380;814;1390;1052;21;1162;1625
36;0;14;0;0;11;133;0;0;125;3483;3;1702;2365;0;80;182;763;746;58;329;554;0;172;639;3;376;48;24;19;152;145;699;325;239;615;152;269;1664;5;110;8;111;426;8;5;125;2527;28;18;398;30;880;1063;507;123;128;179;580;861;3232;0;812;529;76;410;337;40;0;121;1011;123;65;0;73;982;2235;93;35;783;1409;258;991;3636;18;757;154;143;1104;134
2;0;31;0;736;42;120;0;0;48;1606;11;715;1615;323;94;48;681;1725;26;540;819;0;44;816;13;780;62;4;50;21;226;233;721;165;267;280;322;1140;10;60;4;178;313;15;11;159;2867;3;13;599;56;1757;584;1376;151;56;132;173;555;3017;573;327;92;50;123;273;15;28;63;1237;272;105;1203;96;912;1223;34;7;1881;2189;103;978;3342;40;389;89;241;1092;204
104;5;233;10;1;109;250;2;2;66;1226;96;714;1325;101;162;261;850;1764;372;649;1452;0;154;592;29;983;123;64;96;151;306;1236;774;263;245;359;208;734;36;241;301;315;831;45;45;283;1941;109;282;677;135;1409;679;1616;275;176;309;387;1060;1972;9;335;138;74;274;315;146;171;274;941;395;166;36;219;801;710;312;75;2119;1851;282;831;1736;78;453;394;818;622;225
337;0;244;0;0;586;770;0;0;809;3534;188;1812;3063;10;892;1198;2393;2540;508;1879;4263;0;946;1956;294;1863;761;343;742;925;798;5272;1541;1072;1127;1086;949;1823;208;576;278;1178;2965;427;166;1194;3066;533;438;1626;805;1757;1619;1885;1957;678;1315;1135;3471;2516;1;1501;1006;332;1242;1109;450;161;567;1701;963;699;0;1125;1800;957;744;638;2808;1416;1047;1559;1492;253;1453;1026;3251;1190;838
