4843;0;4312;65;2;2238;626;8504;922;10946;2008;11120;61;9494;285;7602;6620;14583;23;0;5616;9327;13930;127;4755;4769;7;2900;10851;11065;2661;13305;3288;839;823;2296;4634;9687;7904;18665;7692;7192;539;6;4148;3586;11826;5719;11865;6;6478;4030;28;189;9317;7332;7788;152;15271;10255
38;0;332;0;0;31;1;0;0;0;150;0;86;0;6;16;1;0;235;0;0;10;0;0;580;1;78;1;6;0;184;0;831;63;0;129;348;0;1;0;16;284;79;3;31;586;15;0;1;0;385;7;13;2;25;71;0;15;0;1
643;0;345;8;0;1431;13757;195;11620;580;244;219;6685;1216;5661;619;4246;815;7239;1;391;3817;821;10046;954;5013;10011;977;822;1149;1525;578;2365;246;7793;5936;510;3836;5449;2309;669;1089;4697;8975;543;387;1953;1440;5103;0;467;3303;8982;7920;1145;1398;168;11613;4091;1877
1001;0;693;1;0;777;2644;2654;1799;2892;189;4281;1289;3939;1464;1944;2763;5849;594;0;1364;2009;7381;2117;1307;2290;1699;989;3909;4839;823;4140;1277;91;1592;1850;1034;5708;3514;4388;1798;2101;1095;1374;683;592;4613;1515;7642;1;1470;1650;2233;1299;2849;2354;2464;1649;8161;2645
1594;0;1761;9;0;309;127;2265;106;3817;724;3363;24;2202;70;2921;2142;5393;11;0;1452;2552;4666;71;2136;973;1;960;3773;3391;905;4536;1900;382;196;1266;2199;2826;3049;4257;2674;3155;136;3;1580;950;4662;2320;4910;3;2014;1046;0;153;4142;2802;1881;47;4618;1570
1014;0;1038;0;0;77;486;2432;581;2258;213;2345;49;1649;219;1402;1762;2536;16;0;1351;1640;2256;59;1603;2492;4;1487;2273;2295;1347;2781;1259;148;265;1613;931;1636;1866;2414;1523;1661;28;2;789;980;2912;3228;2552;1;1434;2261;36;92;2016;2200;1994;107;3090;666
186;0;62;0;0;123;6671;17;2183;122;50;19;697;200;2942;194;1318;139;314;0;25;1871;106;1121;134;1830;519;14;316;305;511;50;428;3;1336;2610;56;659;1320;324;347;219;922;910;101;24;557;16;1388;0;71;1186;1942;921;270;588;6;4232;892;439
135;0;29;1230;0;70;5729;35;2965;150;14;53;629;338;1893;121;1212;250;692;0;53;1521;208;2588;24;1161;650;13;202;193;103;82;159;42;2300;1087;25;921;1577;612;193;57;667;1953;72;11;342;50;1132;1603;14;578;667;1863;153;163;25;3492;901;594
312;5;213;83;4;100;3059;49;2556;264;436;145;1199;501;1676;450;1107;300;970;0;100;932;200;2720;192;1146;1826;349;441;521;132;180;312;278;1822;868;302;872;1217;671;392;473;1228;1983;470;91;399;159;702;14;191;659;1561;2203;490;329;65;2283;986;807
879;0;599;15;0;504;3810;491;2282;1275;646;1121;4136;1489;3993;1139;2645;1288;2502;0;362;2655;1413;3378;1539;2579;6232;500;1765;1817;1342;1110;1402;263;2368;2082;606;1902;2066;1971;1435;1616;3997;3013;722;488;1784;587;2102;0;785;2211;6105;2877;1661;1730;398;3981;2838;3150
