9317;0;10083;7277;5644;1095;813;20210;842;12431;30460;15408;39;24337;14988;8017;5796;10296;20119;85;94;11134;9613;18907;132;29613;22331;3014;10277;22750
20;0;963;69;0;255;7;7;5;185;1;0;309;0;154;946;103;1152;0;65;0;0;0;105;13;0;0;295;7;1
6439;1;839;918;19559;15180;22922;1579;8221;1491;5398;672;14770;2115;3481;3196;5453;1431;451;16456;8;9831;2633;1995;16955;2115;893;503;12155;8232
4211;0;1678;1336;6294;2547;4022;6741;1972;2985;6614;4174;1571;11786;5754;2502;2435;2737;7564;3607;5;5841;3077;4909;3021;12140;6601;350;5914;12894
2683;0;3504;2695;1315;651;150;7308;240;4771;6310;4077;29;7105;6845;3352;992;4009;5990;7;12;3328;3424;7153;93;10440;7151;1281;4489;7591
4843;0;2305;1465;2142;825;644;4170;530;2473;3663;3556;32;3482;4323;3117;318;2809;4428;86;0;2186;4623;3744;62;5328;5339;498;2711;5667
2339;0;104;164;3926;3154;9855;518;4177;345;1243;83;768;346;1167;744;1174;225;42;2876;0;1524;57;714;2446;368;133;46;3065;2203
1098;0;43;131;5260;2246;8196;352;3227;186;1599;135;1428;520;521;178;1054;49;102;1331;2820;2552;92;338;4362;438;171;64;3183;1920
1323;9;334;733;4442;2767;5075;782;2475;899;1638;271;2281;599;676;413;1555;384;269;3013;101;2354;435;1093;3966;719;289;685;2777;1638
4133;0;1076;1135;4911;6922;7473;3141;5242;2145;4739;1178;6121;2609;3252;3161;5550;2190;2007;10885;13;3862;1646;3567;5794;3175;1862;944;4319;4594
