33157;0;17172;23094;385;12260;35397;19392;2601;25937;7280;139;36128;4891;32966;6138;13703;12914;430;41138
58;0;1512;0;0;1555;5;0;6;164;133;330;0;109;5;565;95;0;125;0
5004;1;1722;22746;51;4277;7543;748;37723;2814;10325;25332;1445;22764;14285;856;1546;3086;21624;2000
12595;0;3666;14179;25;3885;8609;5623;8268;6913;2990;3094;11490;6197;17251;857;2874;4015;4957;17794
13002;0;5756;6291;74;5392;7666;5422;806;10008;1733;74;11528;2937;11279;2789;5078;3840;69;13251
7995;0;3957;4610;17;4417;4487;4619;1523;5196;1867;91;8185;2075;9489;1255;2832;4933;465;7356
1471;0;216;3977;1;849;2047;111;11824;966;2921;1876;237;6272;4769;115;303;176;5242;433
882;0;79;5897;2838;202;2456;146;12168;483;1818;3412;292;5763;3582;86;238;229;2363;662
1372;9;597;5289;181;629;2239;302;8469;1520;2450;4463;575;4884;3242;919;1042;626;4214;973
5550;0;2389;8293;76;4383;6504;1506;11148;4885;8302;10167;3382;7433;8584;1465;1996;2474;14609;4500
