3479;0;5288;29;1635;9249;539;1560;1548;10953;12459;2128;14731;4751;4;4622;12440;4449;8976;7078;2;7770;17835;9568;13623;19026;7372;10551;7414;5;13581;6101;9553;426;6924;887;235;12227;7355;4779;12579;11275;25;138;3584;458;19884;14884;219;924
81;0;602;0;0;30;1;835;0;0;11;276;6;13;3;475;0;0;0;0;0;41;0;0;39;0;811;7;95;124;0;541;3;7;7;10;102;0;286;83;4;2;19;0;19;4;0;0;35;90
492;1;465;3;13485;1071;14985;4971;8744;230;1082;349;3829;4039;9423;1062;791;5533;3158;1944;0;774;4581;228;2332;2438;634;5711;918;11151;394;1292;619;6292;707;9768;7520;3092;709;1822;946;5764;11036;10791;1530;99;1311;653;12354;4769
468;0;802;2;2534;2849;2796;1112;2260;4122;3337;312;2938;2017;1241;1154;5085;2179;3697;2169;0;2056;10054;2846;5250;4447;1762;6564;1756;1498;4150;1967;2363;1482;1537;1784;1524;6703;1445;1556;4811;4383;2752;2322;1474;21;9649;5194;1719;1139
1294;0;1690;3;249;3314;107;988;476;3225;4926;985;2842;1364;1;1888;3016;842;2581;2939;0;3096;5746;2240;5609;4308;2541;4467;2465;2;3901;3264;3304;97;2299;558;89;3609;3043;1648;4318;4088;0;61;640;170;6867;5585;82;168
558;0;1270;0;898;2110;423;888;428;2410;2339;453;1170;2750;2;1468;2230;2340;2300;4306;0;1445;3473;2373;3472;2608;1901;3024;1638;2;3495;1843;1978;294;1553;408;253;1807;1426;1911;2599;2625;34;44;254;33;3256;3079;157;41
92;0;39;0;2452;492;7248;622;1388;20;243;34;1255;1415;796;163;174;2035;1126;18;0;218;1034;14;837;352;62;1797;332;421;45;252;214;3356;87;1899;1573;568;150;710;276;1440;1859;1240;70;0;146;63;4349;830
47;0;24;2470;3401;211;6125;354;2425;48;175;38;1437;661;1825;48;300;1331;922;37;0;116;1058;35;452;631;12;1266;158;749;61;36;206;2262;122;2327;888;760;52;159;216;1689;752;2876;32;386;197;133;3480;606
539;5;163;42;2953;474;3378;528;1944;128;477;396;1334;757;1943;183;498;1297;1018;295;4;582;993;84;503;687;218;803;409;1849;103;397;337;1894;317;2423;1362;713;476;201;500;1335;2006;2851;210;220;371;245;2347;1203
764;0;595;3;2791;1949;4499;1787;2575;1063;1870;637;4274;2536;2936;1693;1725;2675;2836;937;0;1337;2981;480;2235;1943;1034;2307;1476;6106;907;1783;1322;4151;743;3293;4571;1896;1043;1556;1903;2607;7710;3756;908;128;2065;1190;4070;4000
