0;8;0;2;7;35;1;0;0;0;4;1;0;430;2;0;12;0;0;1;4;0;2;0;0;369;363;0;0;10;2;22;17;0;0;1;0;0;0;0;1;1;2;0;0;0;0;0;1;5;0;0;460;0;27;0;4;6;0;0;6;1;6;0;6;2;1;0;1;0;0;487;8;21;0;0;0;543;1;6;8;0;1;0;1;0;467;1;0;338;598;0;0;316;2;0;0;0;0;0;439;503;0;0;0;1;9;1;349;0
3;1;2;5;0;11;0;0;3;0;0;0;0;0;0;0;7;1;1;0;0;0;0;1;4;0;0;0;0;0;13;0;2;0;0;0;3;0;0;17;0;0;0;1753;0;0;5;0;1;4;0;0;0;1125;2;2;0;0;10;2;0;0;12;1745;10;4;3;0;0;0;0;0;0;32;2;1;0;0;0;1;1;3;0;0;0;1921;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;19;5;0;0;0;1;0;0
5;1;32;4;0;204;4;0;332;0;8;0;1;7;464;4;9;1;2;4;435;0;2;0;373;0;5;0;1;0;14;0;1;0;1;0;459;3;0;4;1;0;5;14;1;0;1;414;384;2;0;0;1;8;7;0;0;2;4;19;372;0;16;16;11;8;2;0;7;0;1;2;0;7;0;0;0;8;0;1;13;449;6;2;1;18;5;18;4;0;4;4;0;3;13;1;0;10;4;1;0;8;394;390;520;2;1;6;2;385
470;1;45;478;1;35;5;0;12;0;218;402;1;1;1;3;0;1;0;2;2;3;11;0;5;1;3;2;2;124;15;0;12;3;0;0;8;363;0;11;16;6;300;2;4;9;4;2;8;410;0;15;0;0;2;3;1;157;0;8;10;1;13;10;22;5;3;1;49;417;0;0;1;84;0;12;2;0;3;0;317;5;25;1;399;4;1;3;460;0;0;15;0;0;3;481;0;2;0;2;1;1;21;2;2;520;40;1;0;4
0;7;2;0;1;81;9;362;0;422;1;0;0;1;0;0;8;3;5;142;0;13;200;434;4;0;2;19;0;0;1;3;2;0;2;2;1;0;233;101;0;0;0;12;48;60;156;12;0;0;408;0;0;8;6;127;0;2;282;0;0;0;0;10;0;2;86;0;0;0;382;0;2;17;446;207;7;0;0;6;0;0;0;2;0;4;0;9;0;0;0;0;396;1;2;0;270;0;552;50;0;0;0;0;1;0;1;207;0;0
12;4;0;14;32;80;7;0;1;1;93;3;0;4;0;0;13;5;1;7;0;11;13;0;1;4;2;2;0;191;6;0;489;500;7;0;0;24;2;3;555;552;10;4;1;5;5;0;0;85;0;322;0;3;26;6;467;220;1;0;1;613;0;6;10;4;5;0;25;6;0;0;2;356;1;22;0;0;5;2;28;1;3;0;3;6;2;2;2;0;1;9;0;2;7;1;0;0;0;1;2;3;3;0;0;10;479;4;0;0
0;877;0;0;380;90;0;3;0;1;1;0;0;13;1;0;698;722;602;1;1;0;0;0;0;1;14;0;0;1;1;381;6;1;0;467;0;1;0;0;5;18;0;6;0;0;0;3;0;2;1;3;2;4;457;0;2;1;0;0;0;5;0;1;5;0;0;0;2;0;0;4;418;27;0;0;0;2;0;622;1;0;0;0;0;6;3;0;0;1;1;2;0;15;0;0;0;0;1;0;7;6;0;1;0;0;13;0;8;0
1;0;410;1;0;69;26;1;17;7;0;0;560;0;1;454;0;0;0;4;0;4;28;17;13;0;0;16;634;0;0;0;7;0;373;0;1;0;2;270;0;0;0;40;12;25;77;2;0;0;3;0;0;9;0;26;1;1;35;648;3;0;1;10;0;3;97;480;4;0;1;0;0;3;16;26;21;1;382;0;0;1;0;566;0;27;1;344;0;0;0;0;5;4;0;0;2;439;1;16;0;0;11;0;0;0;0;3;0;2
37;1;6;78;7;49;6;0;13;15;2;46;1;5;0;0;8;2;1;4;1;8;4;4;3;1;3;4;1;60;769;1;29;16;1;3;0;17;4;16;3;15;19;18;4;2;4;2;3;17;0;57;0;9;10;8;17;114;2;4;9;23;722;13;505;519;12;0;269;9;0;1;2;145;9;9;13;2;0;1;20;2;504;3;30;17;3;20;5;3;0;588;3;1;703;18;4;0;1;26;8;3;4;1;0;10;75;0;1;1
13;0;10;12;2;38;235;7;3;23;0;9;23;0;1;6;0;0;0;198;0;253;338;143;1;0;2;457;4;1;1;1;2;1;12;1;0;2;16;227;0;1;4;6;616;520;434;1;0;8;2;3;1;1;1;362;1;9;18;14;5;1;5;6;11;1;498;11;10;3;8;0;0;18;10;267;423;1;12;0;1;0;4;6;6;4;2;101;1;5;2;0;4;4;0;1;14;8;9;379;3;0;1;0;0;14;3;41;2;0
