376;6256;8964;12004;21097;17342;14495;10023;11855;13491;29013;14911;5111;13085;11582;26791;21487;7535;22061;31246
3900;150;19;3;193;4;134;511;354;11;2;30;260;78;120;0;0;87;3;0
149;6906;5257;4001;9020;12568;7329;6253;8597;6542;10101;10118;3763;8291;8072;9418;15369;6033;7883;5635
97;7246;7431;3545;6165;13386;6108;4992;8571;8340;8614;12222;3794;9189;8947;6237;13432;7781;7803;6922
115;5747;6662;3352;4805;11113;5654;4570;6366;5835;7506;9024;2535;8031;9055;4303;11703;7191;7307;4202
80;3253;6182;1981;6001;8525;5835;4057;4809;7052;3419;9281;1626;9311;9400;3331;7996;5444;6623;6947
117;636;758;1040;1165;1459;2102;1207;1239;665;5017;1370;493;1316;1090;7171;307;544;3531;273
6;123;850;946;2509;2625;617;253;234;1325;5125;1833;135;1436;504;5973;850;151;3281;2409
6;273;610;1096;1885;1907;816;658;593;1302;5828;1575;274;1280;1111;5157;1346;414;2355;3014
163;1287;2835;3599;5154;6865;2972;2631;3004;3267;11341;4984;852;6066;4856;10030;5367;1767;8257;9014
