2638;47;1297;3299;300;1797;215;2906;1966;3208;1594;4576;4281;1460;3409;4495;911;2544;5478;3081;1957;4033;24;2128;5522;1679;4287;6843;5926;1676;1645;1958;770;2160;1104;6487;2522;5352;2610;8911;2872;569;1135;2538;2307;1850;3169;1764;5799;3080;1343;2558;6154;514;4290;2902;1754;6107;2888;2089;1059;1756;1014;5270;7310;1731;7311;3281;4142;2714;6347;1274;1100;10;2362;3027;2046;4993;2572;2896;2349;3263;4502;1646;1663;10476;2612;2446;2140;1629;4636;3289;1490;1643;3438;3363;3564;1975;5128;2480
6;602;4;2;345;5;717;0;11;48;56;1;0;11;0;0;18;5;1;6;87;1;1256;2;1;15;1;0;0;6;12;13;40;5;5;0;31;0;0;0;2;44;93;1;28;0;1;11;0;20;42;3;2;300;0;0;47;0;0;10;48;14;87;0;0;3;0;7;2;3;0;4;7;1412;5;0;2;0;49;0;1;0;0;6;27;0;6;45;5;4;0;93;86;12;0;1;1;0;0;12
1307;4;577;1517;206;1354;110;3497;2401;2629;1755;2341;1055;796;2370;752;1038;1264;1823;1618;1332;1554;20;973;2056;1848;2317;1846;1821;1377;1405;1098;1056;871;219;714;2176;2677;2789;1825;1691;1173;494;818;2001;833;1512;1544;1670;1275;1507;2250;1113;217;1506;1532;1977;4577;1051;982;365;1602;372;1825;2125;778;1994;1027;2236;1403;1140;1270;636;23;1640;1929;1111;2078;2513;3564;938;772;2757;820;1646;2067;2193;1926;1050;900;1143;1277;1735;1073;3592;1408;2154;1619;1899;2594
1758;33;1041;1345;145;1460;105;3776;2803;2110;1695;1883;701;851;2386;458;1365;1454;1852;1673;1103;2136;8;1340;1062;1854;2345;1610;1184;1753;1531;728;1029;1175;698;1299;2041;2426;2052;1959;2414;943;403;813;2026;1272;1055;1923;1106;775;1438;2116;1266;143;1678;2217;2280;4530;949;1207;245;1823;481;1789;1444;843;2189;1366;2302;1079;1298;1256;1213;17;1636;2691;1063;1264;2163;2952;1272;757;2625;1059;2190;1987;2360;2132;791;946;801;592;1974;567;2964;1550;2216;2295;880;2969
1483;7;1081;1167;123;1359;67;2974;1707;1710;987;2217;974;528;1928;435;1124;1090;1229;1808;793;1653;13;1566;561;1694;2051;1802;837;1966;1468;662;911;1034;1307;729;1481;1469;2434;953;1722;977;203;542;1201;1006;938;1589;1326;715;1145;1814;693;274;1693;1066;1610;3562;939;1265;1330;1331;180;1791;1128;404;1442;1088;1718;1115;996;1063;1131;25;1899;2047;1281;872;1291;2575;1215;998;1986;1007;1870;1280;1800;1343;971;790;882;333;1520;613;2127;1306;1910;1746;526;2484
1592;24;917;649;50;1122;42;1847;1496;1520;658;803;197;425;2531;505;512;1243;1313;1975;613;599;19;1925;1156;1893;2134;3109;403;1347;1114;419;316;753;1313;1267;1345;538;1526;1755;1761;337;206;673;826;797;1270;1314;454;751;959;1685;1014;552;1357;1310;775;1375;1133;1280;2446;1605;270;1849;684;935;1219;1099;1840;1163;1897;664;763;2;1882;1854;971;665;1353;1374;790;869;2071;774;1368;1812;2129;1039;783;565;295;555;1446;651;1249;1532;2077;1702;285;1832
274;4;232;152;83;271;50;135;129;205;96;217;698;173;9;1079;210;294;428;180;141;530;20;100;232;53;543;4;2522;16;135;172;75;768;4;8;157;1015;9;131;249;137;113;102;108;104;179;70;2388;338;60;392;109;104;1059;452;40;42;556;233;83;71;44;74;1482;157;272;403;502;462;6;134;98;21;253;28;532;410;176;20;1211;112;100;591;16;147;84;110;373;292;861;140;42;269;365;343;94;50;2597;86
376;0;56;208;13;52;19;247;192;226;39;447;498;32;32;271;5;307;610;86;39;376;0;205;581;60;792;66;2635;71;26;21;34;200;6;183;127;1443;51;970;581;14;10;181;44;116;538;41;1487;37;27;406;700;184;1442;782;24;145;123;58;167;442;28;198;1147;258;1072;647;408;77;173;25;15;2;76;90;66;1550;139;85;466;240;234;74;24;813;179;29;32;40;646;260;56;20;314;362;181;230;1359;419
232;0;102;260;21;128;21;141;214;167;81;728;618;90;127;203;18;145;711;223;64;717;0;324;588;129;396;160;1747;99;85;72;62;158;15;363;167;1474;137;1234;418;21;7;66;77;48;396;106;1220;102;58;300;663;121;966;499;40;333;217;155;181;286;34;170;1439;308;1240;424;319;253;334;84;49;2;215;149;203;988;174;112;279;201;199;172;86;1331;206;92;165;101;796;183;130;128;460;311;278;123;989;272
1303;2;244;753;168;724;70;961;619;555;281;1148;1529;276;714;426;45;730;1769;983;361;1886;31;1011;1540;630;1288;886;2884;301;435;369;195;1028;121;1253;771;3135;196;3222;1109;107;122;810;432;318;1559;507;1748;357;273;816;1965;372;1844;1134;263;1848;913;724;557;1136;56;1543;2738;361;3084;1192;1026;879;1219;313;103;29;1204;453;978;1947;649;713;1261;948;1603;1059;326;3616;1052;410;630;423;1955;591;437;441;1742;1383;898;764;1825;703
