17460;3455;8816;5948;2674;9883;19328;7854;6234;25057;14744;13503;6775;12920;7676;6835;10502;21923;362;7122;9631;13816;6260;558;8885;12247;3903;12283;13931;8140
2;124;3;46;423;9;0;144;212;0;23;0;22;18;95;10;31;0;2695;69;16;0;128;1623;8;10;96;5;0;47
5663;3090;3142;3813;1081;4682;8156;4895;5417;4110;5146;3956;3536;5651;4567;4233;5545;7138;187;6479;7419;9801;4641;107;4066;7535;4690;5407;10704;6448
5202;3097;2693;5446;821;6120;7185;4276;5922;5320;3050;3613;4293;4670;3520;5832;4590;4736;154;7129;8898;10421;4728;147;5187;7186;5021;5897;8827;6841
4880;2191;2466;5525;1866;4058;4858;3503;5236;3246;1729;3505;4281;4191;3362;5038;4018;3062;163;6220;6251;8409;3080;55;4058;6150;4233;5256;8637;5549
2208;1260;1468;4388;3180;5112;2579;2588;5508;6028;2788;3086;4339;4332;3074;4737;4000;2315;73;5035;6145;7342;2183;151;4015;4915;2012;4753;5149;6390
3369;332;816;400;238;483;2921;861;249;92;656;943;1171;1955;959;420;1407;6094;123;592;665;266;685;44;1542;1110;442;2107;142;416
2669;102;737;132;442;1021;4152;135;253;1258;1853;1361;369;1329;169;691;412;4645;17;165;1130;634;127;11;1099;2773;53;1882;536;1028
3315;225;792;382;358;1033;4065;394;512;1991;1506;1265;693;903;535;406;598;4289;19;438;990;537;290;3;781;1936;135;1288;961;860
6261;646;2613;1242;1074;2120;9296;1827;1982;6446;4131;5188;3496;2566;2020;2081;2148;8218;203;2488;3022;3723;1319;33;3402;4494;588;5046;2886;3752
