2995;83;1577;4232;4040;506;4886;4289;2010;7527;11702;2814;140;3548;2545;4839;1325;4803;95;6791;3243;1457;4156;3435;3972;8298;4835;3428;7058;3013;3524;7735;5612;4456;3827;2177;4017;8073;2735;2736;2655;1295;4731;3491;13114;9091;3431;1540;5900;6151;1064;8502;3923;3446;2468;5148;2187;4998;2999;5486;2256;2510;4202;6216;2914;7941;9649;4444;3571;4868
12;853;11;10;2;469;5;0;7;0;0;1;1568;42;13;1;54;7;1603;1;8;5;1;65;0;1;0;8;0;6;4;0;0;2;7;29;3;0;2;69;35;108;76;11;0;1;160;85;21;0;52;0;17;6;32;2;164;1;11;4;5;83;0;2;3;0;0;0;75;36
1431;14;1355;1627;1771;288;2437;2491;1763;2688;1464;2270;93;2964;2246;1184;1928;2146;52;2190;3268;342;1363;2792;4644;2480;3482;1806;2718;2027;1798;2759;1375;1808;2711;1862;3455;2799;1193;2914;1538;482;1808;1606;3013;2200;2849;725;1984;1998;1671;5029;3113;1664;1610;3063;2330;3110;2272;2637;1129;1428;4228;1673;1001;3353;2306;4415;3137;3935
1714;44;1996;1059;1596;189;2478;3441;1924;1089;2348;3116;73;3247;2735;859;1731;2856;23;2270;3040;838;1698;2847;3424;2021;3523;2088;2577;2126;1529;2077;967;1521;3239;2467;4278;1745;1657;3496;1472;323;860;2230;3000;2142;3097;910;1669;1926;1700;5087;3213;1504;965;3143;2370;2505;2262;2810;1935;1028;4214;1128;1083;2827;2223;5197;2551;3502
1858;12;1642;1114;1350;260;2239;2511;1605;698;1269;2336;101;3132;2588;1095;1562;1811;27;1259;2625;1497;1552;2261;3546;2337;2833;2097;2710;1779;1833;1655;1087;1600;2397;2422;2432;1213;1231;2584;976;1493;498;1825;1720;1069;1854;433;1071;1937;1516;3895;2579;1497;919;2711;1370;2881;2505;2310;2109;697;3200;1167;586;1764;2153;4003;1587;2591
1973;34;1017;1310;822;435;2221;2673;1118;533;2248;2375;39;3355;2597;259;647;2029;30;674;2254;1402;1395;2062;2305;892;3324;2139;2514;1330;1454;1174;370;1779;2234;1727;2639;595;1147;1728;752;2721;925;1917;2274;2170;1463;416;1183;1998;563;1734;3063;1419;770;2924;826;1197;2192;2057;1554;470;1474;1342;1294;718;3780;3007;1614;2483
301;9;218;601;167;108;818;38;254;1725;12;75;68;113;59;781;155;745;39;1708;460;15;1435;175;10;2038;41;590;1184;407;619;930;1109;151;352;26;276;3834;290;80;312;116;189;511;191;163;170;103;189;81;195;105;186;637;328;137;97;157;446;523;222;219;225;1053;177;1752;11;210;283;496
97;0;26;58;223;153;407;145;39;1398;404;319;9;111;281;539;42;930;1;883;560;15;496;116;86;1479;85;144;1655;69;70;2492;843;593;851;38;521;2769;236;51;54;234;349;419;998;1023;56;48;938;217;12;351;617;119;32;330;50;374;85;697;86;31;411;474;485;2292;182;421;173;393
237;0;54;221;272;115;410;272;129;1086;777;183;5;304;335;653;106;586;0;1296;442;33;353;194;159;1651;159;344;1061;197;261;1900;903;425;519;118;483;2024;102;91;125;225;285;239;1734;1101;129;63;700;171;29;674;433;314;168;420;66;615;269;538;142;75;342;342;393;2244;342;344;223;295
1127;10;152;800;970;404;1766;715;544;2247;2619;1042;123;1134;962;1721;344;1597;44;2676;1165;216;1602;865;568;2627;1090;1813;2470;963;1111;3603;2266;2029;1369;362;1450;3547;548;607;476;627;879;1690;4710;3075;580;136;1867;1659;129;2904;2129;1171;604;1362;346;986;1529;2509;382;428;1798;867;833;4368;1587;1566;842;1004
