64332;10199;0;40751;8;29781;44709;42741;60221;25482;35598;16;31089;26799;41862;51209;33424;28373;45440;67820
1;480;0;51;0;155;0;68;0;521;409;0;7;631;4;1;1;146;24;0
15297;8;0;861;0;627;6188;2390;7912;131;1737;0;3822;201;2704;7238;3834;1045;3363;5054
9412;0;0;2;0;0;63;23;15236;1;3;0;780;0;994;646;8;29;320;10178
13173;21;0;123;0;6;1240;322;5817;102;39;0;4147;7;5172;1706;129;96;1167;4449
2939;80;0;2121;0;656;2162;2183;4166;1049;1530;0;3147;514;4950;2508;1738;1214;2258;4480
60;119;13;1594;3;1830;1530;2700;1936;763;2488;0;15;1253;729;2080;992;1864;3091;2140
733;1331;0;947;0;620;1162;1220;4849;1249;935;0;338;571;1275;1576;938;858;2292;4306
1725;1362;0;1638;0;1087;1244;1749;2731;1366;1548;0;612;1053;894;1396;1503;702;1499;2986
4862;1269;0;2530;0;1492;4688;3885;8861;1962;3765;0;5628;1805;6803;5685;3864;2270;4130;8090
