27780;0;1174;15;16989;11903;13337;14738;12833;21041;10698;14911;1;15411;3902;12928;11670;25617;12837;21645;16336;21822;12950;16859;6274;17733;14392;22048;15655;17502;13871;7;0;9269;23055;9539;10742;14081;31929;12946;4669;17778;18039;23050;15411;17902;13912;7650;7601;17402
0;0;0;0;53;19;18;0;7;0;232;35;0;89;166;127;18;0;199;1;2;0;0;0;365;15;12;0;0;0;122;0;0;168;0;80;70;0;0;150;256;9;0;0;0;5;4;0;277;0
1836;0;0;0;258;212;634;1725;1639;3251;36;919;0;592;2;202;499;1325;542;4784;1216;1448;3376;3326;4;1254;798;1053;2240;2017;571;0;0;59;2512;309;44;2322;8363;540;20;844;2043;2022;3052;1424;259;561;35;2244
4808;0;0;0;1;0;5;1;249;5063;0;1;0;5;0;0;79;4510;1;1861;9;561;208;24;0;44;27;179;794;5400;0;0;0;1;24;5;0;24;6941;0;0;1;70;3823;762;1673;0;362;0;179
1659;0;0;0;60;1;44;24;1574;2434;2;75;0;55;6;0;82;2187;9;4598;107;3965;787;383;7;397;346;1856;446;1240;6;0;0;46;789;14;44;233;8058;8;23;68;592;1222;2831;793;27;278;1;339
647;0;0;0;933;170;959;627;1508;1202;132;342;0;368;14;152;603;1045;179;908;1341;3113;1380;844;84;322;1007;2061;112;1569;613;0;0;566;1001;556;415;590;1732;691;119;1156;1632;2562;1775;677;612;1028;53;295
291;4;43;1;950;563;1386;332;1;578;497;594;0;768;17;703;973;594;321;1;885;227;1087;560;88;486;1283;57;22;782;1175;0;9;529;893;792;139;400;36;1098;53;1075;1551;1003;1;894;268;837;44;309
982;0;1;0;306;224;463;385;150;1350;192;350;0;302;652;215;513;1921;243;318;563;500;834;506;605;240;586;111;17;1869;384;0;0;256;517;359;496;406;246;385;729;578;1231;2138;73;704;258;1750;93;199
933;0;0;0;712;401;776;573;255;916;398;524;0;334;722;482;418;1012;280;797;773;479;901;369;549;278;546;193;15;855;608;0;0;285;598;269;546;668;697;769;753;852;823;1426;293;668;457;568;133;191
3128;0;0;0;1285;426;1695;1536;2846;3028;752;1009;0;1069;571;734;1220;2237;753;2922;1922;3605;4032;2328;790;713;1460;3304;28;3154;1205;0;0;770;1754;711;668;2117;1183;1537;599;1589;2456;3631;1252;2061;681;2040;177;611
