64087;56;6201;33414;4265;43984;58763;53046;24;74492;52299;90;66356;20247;66570;63862;33167;69013;62594;51342
162;0;0;28;2;27;178;141;0;70;221;0;102;2;43;97;0;175;45;30
15470;3;0;18343;61;11238;20246;19768;2;20049;22759;39;17798;120;18763;19960;130;19407;17839;18833
3837;0;0;20919;8;7115;4928;12789;1;6931;6829;51;12047;34;20651;6608;27;12077;12844;23504
2690;0;1;19864;7;5250;4238;12115;0;5389;5517;2;10760;49;17637;5766;15;10535;11188;22579
3001;1;0;13450;3;5073;4408;7514;3;6282;4129;28;8961;52;15964;5767;22;7766;10916;19955
1434;0;457;847;329;3408;2442;3108;0;2995;4225;2;6493;926;3053;6294;1521;5975;5437;1454
2100;0;41;1704;159;3179;2432;4142;0;3019;2949;0;5482;1729;3183;5686;2306;5284;4427;2179
2786;0;478;2106;1602;3214;2334;2827;0;4485;1955;12;4244;2402;3437;4872;2622;3713;4208;3103
8611;0;271;5825;18495;8476;8614;7303;0;12931;6757;12;11007;5351;8623;13388;7172;9630;10346;7779
