33829;56;33915;5514;23066;42018;15702;83;31624;2246;48568;32730;32739;33330;13574;26022;23;27127;38214;32663;45877;39505;44211;20988;24865;34066;37387;20002;44787;39141
21;0;16;0;76;27;7;0;86;0;112;0;96;40;0;9;0;172;113;119;65;31;74;22;42;12;54;11;68;50
9652;3;12209;0;7573;11959;9745;39;7998;2;13489;59;12100;13416;52;6439;0;13844;11580;13742;12953;11165;11943;9315;6752;9757;11494;448;12876;10224
6929;0;14840;0;1375;9285;11725;45;5468;0;8775;9;4672;12148;13;4783;1;4161;2926;3255;11547;12576;7401;12144;2718;3336;3965;107;3871;3125
5590;0;13157;0;1352;7985;10795;0;5056;0;7757;13;3724;11877;25;3329;0;3564;2128;2467;10897;10583;6941;12275;1338;2663;3554;40;4278;2214
5135;1;12675;0;1193;8023;6976;28;4116;0;5754;15;2872;7316;23;2983;3;2056;2356;2402;7653;9938;5588;10696;2000;3353;3258;67;4037;2778
3013;0;1154;424;644;3503;399;0;3407;200;3749;1477;3730;1136;655;1982;0;2133;722;2199;2002;1882;3897;557;1285;2176;4162;772;2082;1058
2522;0;1441;17;700;2854;809;0;2782;75;3622;2443;2062;2365;1051;1827;0;1632;933;1643;2971;1861;3583;717;680;1947;3978;1411;2889;1186
2307;0;2200;408;879;2799;986;7;2021;1422;2477;2622;1759;2092;1721;1860;0;923;1314;1242;2083;2154;2655;1251;1073;2614;2992;1546;2827;2166
5899;0;5335;182;5074;6822;2912;12;5197;16197;6527;6952;4919;4919;3651;4883;0;3452;4667;4324;5394;5297;6818;3538;3600;7360;7936;4290;8704;5730
