12450;24;1220;5696;10;9638;4716;10;7072;3358;10909;8085;14155;9769;15885;3916;13440;7769;10984;2244;10430;2412;4176;8101;13739;3896;11215;73;5718;3810;6806;6970;11930;14294;12456;26;3465;12417;7709;5460;15319;11768;14307;9856;13234;4381;5774;6702;8257;1;1867;12925;8246;14887;18;28;5161;3247;11048;13141;12307;13513;13490;4640;8104;15038;16857;14133;14096;2639;4977;782;12909;10990;6807;11011;12986;15631;7270;179;9173;10695;10580;6811;1100;7826;10290;17276;13646;13735;1678;10392;7476;9022;13335;4543;11383;14198;5629;105
9;0;0;13;0;0;0;0;3;1;19;32;17;3;45;1;22;5;4;0;46;0;4;8;57;0;38;0;10;0;3;0;3;5;70;0;0;8;3;4;6;21;2;6;15;0;11;58;53;0;0;39;26;4;0;0;0;0;17;9;8;14;41;0;36;16;19;26;22;0;0;1;2;19;23;32;67;26;8;0;41;5;50;3;0;19;3;10;3;30;0;14;2;3;38;5;30;7;0;0
3982;3;0;3725;0;3688;1;0;2951;2375;3485;2978;4653;2627;4561;15;3605;4348;3057;0;4655;0;1434;3601;3264;0;3603;35;3093;55;12;3;3590;2746;4589;0;10;3484;1849;1360;4869;2706;4127;2779;4137;2518;1921;4765;4338;0;0;5103;3311;4178;1;0;0;14;3691;3931;3400;4817;3695;0;4272;3740;5346;2892;5378;1;0;101;4460;3687;2921;4163;3227;4618;364;0;4316;2519;3470;92;1;1914;3026;4928;3636;3100;0;3091;3116;2583;4374;53;3445;4207;49;0
2118;0;0;3450;0;4959;0;0;3788;3721;1205;1023;1241;1568;1460;3;2846;3376;3967;1;1573;0;589;4873;2338;0;1089;36;2801;7;3;1;2498;4669;1598;0;3;3089;935;553;2637;2887;4305;968;1089;3317;1101;1394;1201;0;0;1467;505;3251;1;0;0;0;1459;1418;2700;5295;2159;0;756;1597;2964;3985;3690;0;0;6;4880;2896;925;865;2010;1462;210;0;762;2401;1032;37;0;376;1026;2489;1949;3498;0;3638;4472;802;1862;13;638;1403;21;0
1816;0;0;3190;0;4929;1;0;3435;3192;695;446;1005;1312;1537;3;2748;3108;3431;2;1305;1;358;4959;2261;0;1110;0;2376;12;2;0;1917;4481;1517;0;1;2605;623;207;2518;2555;3908;882;1286;2861;744;1214;878;0;0;1217;401;2833;0;0;0;13;1149;1167;2084;5332;2004;0;517;1056;2431;3658;3201;0;0;13;4693;2809;695;909;2023;1179;93;0;867;1539;1050;11;4;219;657;2094;1832;3061;0;2542;4874;495;1559;8;351;1524;7;0
1577;0;0;1869;0;2986;0;0;3867;1854;906;632;1305;1069;1478;0;1824;1578;3627;2;898;0;337;5238;1823;0;850;23;2200;13;2;0;1838;4402;932;1;0;2875;757;384;2327;2486;2982;935;1187;1979;652;570;530;0;0;1072;436;2373;3;0;0;2;1009;1350;1902;3595;1430;0;487;1437;1718;3277;1841;1;0;7;3250;1903;512;935;1357;1325;124;0;733;1392;926;38;1;284;1061;1619;1274;2915;0;2558;4719;776;1087;5;441;1312;13;0
1016;0;103;180;3;206;217;0;217;80;255;296;1023;756;534;245;582;250;483;232;1033;42;458;225;1644;302;1640;0;443;220;249;99;1095;248;1289;0;248;1032;420;214;1108;951;507;716;946;112;1032;541;348;0;96;1145;59;980;0;0;294;55;1156;1090;1181;345;1070;176;290;819;1581;448;856;260;154;45;348;504;515;748;1407;418;221;16;141;895;250;246;110;143;674;1729;1484;707;164;538;136;272;1617;271;146;563;179;18
964;0;0;259;2;345;560;0;261;98;206;123;756;772;826;258;892;716;494;308;473;9;75;325;1253;167;1606;0;267;349;526;380;916;512;1059;0;154;808;374;47;1209;667;652;827;1189;279;273;407;391;0;0;1153;64;971;0;1;389;36;805;1192;941;850;1022;448;176;625;1297;714;1253;458;255;15;522;915;155;745;1171;586;478;4;228;772;425;528;74;65;501;1523;1320;708;0;490;216;247;1119;237;111;690;469;3
783;0;14;430;148;401;608;0;500;149;314;155;844;896;839;377;515;652;672;567;425;34;157;586;868;330;869;5;550;425;514;378;833;560;596;0;275;868;465;217;1048;672;544;796;1075;303;335;238;136;0;90;623;138;768;0;20;331;96;703;1202;810;960;688;430;158;888;1050;589;1025;577;247;249;526;548;225;590;732;836;519;559;204;653;464;474;405;443;821;1231;1050;624;80;733;390;524;763;259;302;901;533;403
2126;0;0;1477;4324;1260;1535;0;1272;681;1212;888;2416;2054;2621;916;1510;1338;1592;1265;1494;107;544;1430;2151;811;2339;11;1338;981;1397;993;2267;1271;1804;0;1065;2039;1669;538;2673;1621;1544;2163;3327;772;1013;865;774;0;103;1933;623;1967;0;1199;985;270;1862;3180;2142;2061;1904;1115;734;2705;2590;1435;2268;1156;868;2807;1794;1412;690;1949;1913;2504;1428;4577;876;1627;1856;1368;286;690;2237;2950;2477;1599;10;1650;985;1562;2023;947;875;2567;1375;4969
