46184;24553;275;93034;72914;166395;97843;41952;126279;160436;64899;162956;105295;60275;102939;170765;252049;156450;168930;215517;88170;119135;178550;26299;187404;143653;121821;134371;147270;92773
250;604;0;66;729;7;184;14;3;6;69;6;8;576;20;8;1;31;5;10;173;51;61;3;9;72;319;382;13;268
279;485;17;4350;1491;9905;3688;9699;746;7752;1215;7189;4426;368;3063;999;306;6663;8392;1277;2564;3114;8136;19855;11899;939;4156;5327;1489;1251
645;3;0;6220;2038;3571;3252;10788;122;6453;1508;4106;3345;1722;1377;356;131;6771;6862;327;2179;2931;4339;23093;6492;809;4088;3795;742;3613
907;298;8;4163;2758;5755;4723;1240;1013;7904;2581;7074;5512;2419;3467;1337;989;6832;8017;1065;4593;5436;7323;2766;8605;1589;5160;4994;988;3779
320;3;5;1964;1097;7254;2661;2;7574;5414;1386;5281;3456;486;3792;4449;8443;4209;5862;3527;2336;2997;8815;34;7380;8099;3099;3622;2286;1919
102;0;0;241;469;191;942;0;3856;164;485;2521;1582;227;2977;1603;1608;379;1240;124;974;1264;451;1;179;763;910;611;607;729
45;0;5;163;98;668;1185;0;3747;411;193;2936;806;84;2212;1592;1667;339;1437;241;623;420;1524;1;686;1659;665;890;617;286
21;0;0;195;42;547;686;0;3392;243;79;1051;354;68;906;2291;4116;270;446;793;274;285;2345;3;309;2752;295;724;1180;273
81;1;1;363;259;1360;1658;0;2407;884;438;2558;1469;170;1894;3871;13679;707;1710;4403;898;1041;4847;3;1389;4756;961;2304;2732;507
