153062;30694;269;32205;217251;340735;52871;330295;144338;240152;123636;300043;238308;104170;281255;175843;171876;134863;161033;296487
480;709;0;8;283;21;119;12;19;12;366;28;241;706;13;9;358;436;91;37
2705;500;16;22412;6674;1557;8018;1076;5241;11299;2460;8920;10331;710;16606;1074;2870;4632;7231;16708
5531;32;0;26072;5927;385;8810;631;3410;10171;2757;4867;7615;3128;9657;194;2458;4095;8665;7273
6550;378;8;3157;9611;1656;1378;2053;6135;11580;5017;7719;10297;3604;12728;1471;3806;6758;7181;12208
3153;16;5;85;5514;6024;45;12071;5271;7809;2526;7943;6970;1074;10638;10045;7140;3454;3830;14159
994;0;0;5;2496;763;13;2186;3507;448;935;3286;1636;516;468;4921;781;1448;408;389
413;2;5;2;918;882;8;2698;2533;713;374;3925;1751;160;1149;4753;1676;1405;284;1549
374;2;0;6;536;2104;6;6182;861;409;165;2654;796;129;472;4494;1967;679;270;1834
801;6;1;8;2060;7510;13;16262;2372;1322;782;5584;2781;336;2067;3457;5127;1695;656;4511
