25558;180;12573;107690;12338;92852;45508;30189;72124;136153;104852;41776;101596;109323;49855;15672;135262;77824;45698;68607;47357;31993;52863;390;59545;137194;61502;68758;67933;51275;76227;88769;72974;57647;105312;90601;125433;62617;28366;78819;17173;88355;101646;65790;102909;97942;95114;96662;102323;110267
0;0;107;1;6;8;48;20;42;5;15;81;1;32;95;0;1;299;549;92;491;471;0;4;13;0;8;20;214;293;10;3;9;57;70;5;14;10;120;8;541;3;4;51;5;3;90;4;21;4
480;15;382;137;6652;6182;1058;5547;231;1746;217;590;2878;5667;1789;18843;65;2158;760;1461;1810;202;1554;5;1650;760;2371;2513;2046;414;4006;489;2395;1013;3367;4479;282;839;181;3757;110;872;6126;1487;4582;6383;3495;5224;6462;5308
472;0;0;38;7701;2820;1155;6068;228;819;36;1172;1473;3636;1885;21939;5;2728;1002;2858;1088;827;1089;0;685;217;1563;2259;1701;2393;4554;283;2188;2025;2261;3619;217;126;254;2164;23;215;1943;1510;4131;4093;3070;4964;3060;3121
159;8;191;422;1037;4226;2147;720;584;1722;291;1544;1322;4944;2738;2490;315;3150;1555;2819;1238;1609;265;5;2359;788;3197;3300;3318;1776;3373;578;3690;2807;3156;4789;753;872;446;3718;150;1094;3583;2771;5441;5365;4219;5678;5542;5031
3;3;0;5783;164;4538;1067;1;4574;3542;1254;763;2218;3113;1118;2;3056;1610;556;1333;1319;205;272;9;1930;2809;1930;2030;1782;788;2399;1567;1833;1372;3271;3534;5230;3902;166;2964;16;3769;4278;1637;3161;4162;2876;3657;6324;3882
0;0;0;2280;4;62;312;0;116;1105;184;303;72;475;354;0;757;476;279;168;189;88;0;1;1223;65;1084;689;933;359;67;359;517;453;1123;69;412;1835;48;2265;0;2317;85;698;490;88;791;904;138;963
0;4;0;2214;3;361;247;0;653;1390;169;81;77;870;561;0;549;169;48;134;228;46;0;17;752;203;401;1001;454;102;113;385;222;226;1685;209;818;1803;26;1846;0;2226;378;206;458;299;711;923;683;1249
1;0;0;2810;5;203;70;0;1312;2091;575;67;128;365;287;0;1444;108;18;135;525;24;0;0;351;663;218;429;175;110;134;790;167;202;1308;140;2520;1311;7;535;2;1945;368;140;243;141;265;272;893;443
0;1;0;3808;10;767;338;0;2444;3278;2239;260;359;1219;576;0;7376;442;137;287;1328;102;11;1;966;2833;889;1182;651;166;251;2154;486;346;2959;546;5963;1013;36;1390;5;1756;950;622;779;698;1073;1039;2282;1333
