128029;244;96019;31271;130625;21908;127256;76133;155961;90300;46703;176317;128808;125134;15269;99199;32057;97919;78936;94920;36072;105682;118482;54911;129445;158797;102873;64837;149574;122645;95134;26037;62732;39856;117318;100912;68849;112782;57810;51630
124;0;12;28;2;468;4;185;2;13;49;0;4;5;0;339;18;37;40;5;173;5;20;642;29;5;65;300;13;6;346;0;15;657;48;10;190;5;0;84
2490;16;155;5613;7992;462;5996;2874;132;3007;1054;518;1960;8160;19454;4697;6357;4122;1986;777;198;5481;198;1015;6269;4128;2220;679;521;5948;2905;542;1441;245;7013;4265;2212;5403;1735;800
1863;0;93;6785;5147;0;1996;2712;19;1867;1165;138;974;3730;22792;3164;6948;5097;1519;148;380;4023;26;1306;3953;2019;3509;3077;396;5079;3325;559;391;1000;3425;3568;2089;4751;1296;1349
2686;8;646;1697;6869;247;3862;3505;432;4200;2131;780;1140;5018;2566;3997;808;4242;3405;990;579;5480;310;1947;5966;4038;4869;2432;973;6719;4027;177;1643;1885;5860;5380;3695;5677;422;1987
3899;5;6843;625;5182;2;4803;2220;4799;2983;1023;3386;2130;6079;2;2698;1;2455;2188;5350;200;4127;1506;720;3737;5398;2158;1220;6118;4062;2271;5;2339;241;6719;2891;1667;4188;476;1056
1125;0;804;36;134;0;147;511;1942;1677;314;169;293;103;0;410;0;161;1146;3013;52;2199;249;314;607;2386;660;514;659;894;704;1;1693;99;184;877;612;103;0;408
1520;5;1689;29;349;0;490;817;1346;940;196;352;289;425;0;454;0;163;340;2830;33;1917;241;62;1363;2595;302;181;1111;997;382;0;1422;49;884;406;644;257;0;120
1490;0;2342;38;201;0;706;481;2661;421;65;1035;584;237;0;456;0;172;220;2257;12;542;705;24;493;2057;266;176;3103;330;171;1;721;27;1134;247;287;178;0;100
3849;1;2997;88;943;0;1412;1473;7781;1471;334;4987;1504;792;0;1397;3;382;875;1467;46;1576;2517;174;1652;3422;588;273;6890;1355;639;1;1169;108;2721;827;732;553;20;332
