9359;1835;15001;10914;4558;8;5302;3280;11214;1;5949;7174;1;19780;5490;5557;6777;12924;93164;3447;10990;6195;3780;3756;12975;26639;10571;10726;4800;6961;12689;6802;7844;2941;9158;6056;12788;13359;3208;7159;12304;4342;28114;5213;3217;5504;4364;5130;8234;11557
0;63;0;0;20;0;17;15;0;0;1;15;0;0;55;27;0;0;116;16;0;0;15;6;0;1;0;0;8;21;1;1;0;0;0;15;0;0;53;4;0;46;0;30;38;0;3;3;19;0
1595;404;0;1798;7;0;1271;336;2711;0;1717;1896;0;0;640;1636;1607;2605;13108;939;2543;1659;858;886;1814;38;1910;1;2738;1707;985;1134;1041;982;1896;1644;1876;1;610;105;25;1337;80;1286;605;1432;1199;711;2099;3345
1600;593;0;1870;3;0;1419;878;3006;0;2441;1720;0;0;784;1431;1891;2339;14368;1097;2526;1838;1154;1204;2386;94;1982;1;2752;1680;1199;1036;1190;1291;2233;1432;1630;0;876;187;44;1010;108;1393;865;2099;1445;807;2345;3185
1876;318;7;2193;49;0;1330;409;2711;0;1880;2067;0;71;764;1499;2018;2606;14364;1147;2881;1381;1011;695;2321;414;1553;5;2834;1639;1841;1408;1434;918;1999;1389;1891;90;500;334;375;1790;731;1231;756;1295;1063;873;2220;3230
1025;217;1372;1146;5759;0;839;504;1023;0;589;1791;0;5403;644;702;900;892;13864;519;1576;1058;313;508;606;183;1060;2;492;1071;724;1234;577;452;1186;1455;1043;10861;537;1631;2358;985;53;661;470;701;400;768;1081;1551
27;439;0;64;4;0;227;516;60;0;63;134;0;0;113;60;77;40;1180;228;114;141;34;180;34;1;64;0;33;234;121;35;11;34;98;268;22;0;456;27;2;99;4;57;252;68;90;98;214;172
23;231;0;63;0;0;219;182;125;0;157;226;0;0;58;39;194;7;1200;276;110;260;22;297;30;1;61;0;156;125;34;101;20;159;114;213;20;0;312;10;2;93;0;45;248;197;59;199;250;162
31;35;0;81;230;0;75;37;482;0;72;172;0;2;4;41;103;90;1200;54;219;68;11;58;137;179;281;1;245;37;298;31;65;66;118;106;75;4;60;121;687;24;169;14;22;74;36;22;179;184
22;131;115;129;1290;0;199;205;979;0;302;384;0;104;24;52;121;340;3600;214;284;121;47;228;576;727;335;17;941;144;826;32;128;116;119;260;313;204;354;550;2558;56;430;21;173;181;103;115;261;469
