29090;14005;50261;22792;24535;8;11757;11800;37396;1;30163;17842;1;58350;13777;18648;19568;31161;93164;4792
4;107;0;4;18;0;61;36;0;0;7;18;0;1;66;13;42;5;116;111
5359;2842;62;4553;84;0;3090;1799;7622;0;3962;3637;0;19;3776;4664;4939;8171;13108;1130
5671;2996;81;4606;117;0;3481;2788;7468;0;5211;3666;0;29;4095;5908;5497;7963;14368;1487
6004;3358;679;5124;397;0;3303;1908;7866;0;5709;3705;0;612;3706;4463;4997;8121;14364;1095
3602;2205;190;3462;19608;0;1874;1733;3026;0;1893;3018;0;7692;1446;2172;3121;3253;13864;627
203;353;2;261;16;0;594;929;150;0;286;349;0;1;118;321;495;233;1180;704
241;354;0;292;1;0;640;676;142;0;255;457;0;0;131;423;586;350;1200;552
496;66;113;231;514;0;163;133;753;0;921;132;0;324;104;411;188;477;1200;74
541;180;531;345;2883;0;518;591;1822;0;2470;301;0;1708;189;676;611;1517;3600;417
