7622;159696;1374;13;3787;1673;11450;3516;1;574;5447;4670;1625;5851;9345;12052;11899;996;7951;10003;2599;13439;6;8924;3120;4771;10132;461;3351;3491;10692;5123;4152;1265;9485;11699;16176;2774;7897;3886;421;527;2131;2934;13301;2256;7726;5890;4603;9168;4741;11215;2704;9998;10334;5899;4233;12635;1463;8586;4509;6278;11315;11985;2084;10287;12010;9558;4610;8794;1191;8111;5267;12497;4995;14950;933;6236;18088;14051;1752;11727;3370;4370;7285;2068;10114;8209;12505;6261;5176;8003;7747;2535;2704;2364;9535;17865;8492;3374;7149;5040;2755;1840;8027;10894;11058;9397;4079;11380
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;732;4;0;0;3;39;15;0;0;12;50;0;3;1;285;164;0;10;3;1;6;0;24;2;31;9;0;6;6;304;0;40;2;2;7;53;1;138;4;0;5;16;3;40;1;40;27;3;77;10;9;6;0;17;2;9;119;1;51;3;4;38;110;1;187;75;11;23;4;0;5;22;25;6;107;0;9;93;53;0;78;0;1;1;6;6;11;1;4;6;16;90;4;6;8;19;182;23;10;10;3;5;0;85;20;1;55;5;14
4;7160;5;0;0;19;4;19;0;0;10;41;0;389;3418;1784;311;3;3;0;2;7;0;2030;2;15;1679;20;13;27;1262;0;1;0;2;6;19;1;450;14;0;14;7;0;12;0;1172;100;16;1940;140;1;5;3865;83;0;3;65;0;2340;18;7;1;20;0;1389;27;7;33;35;0;0;34;20;6;107;0;18;7;89;0;237;0;3;1587;12;9;18;0;1;13;1315;7;12;0;41;7;260;7;7;9;10;22;0;1786;19;1949;25;38;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
