2087;40620;1474;0;7793;7098;8887;4149;10034;4693;8582;2854;298;6169;2483;16825;5359;3916;4783;10738;2870;3650;5120;6562;8389;4404;10439;5302;9170;8507
0;32;0;0;11;5;8;0;16;8;3;1;0;5;7;2;2;3;0;1;0;2;3;0;10;0;4;32;11;2
1613;7180;0;14;1634;1160;1359;1512;849;606;1500;378;2017;873;237;2116;961;178;465;1518;111;266;1240;777;1810;1310;1636;410;1834;2131
11038;9920;0;0;4;68;15;6105;452;5;15;2605;1522;3;4092;83;4;3728;1761;2371;0;3605;13;2060;1664;94;37;60;11;745
3275;8676;0;1;24;59;62;3396;225;17;10;2204;6492;7;1821;183;27;1758;3494;1394;2;1918;13;6490;2792;184;81;34;23;887
3942;7184;0;0;11;44;31;1962;88;0;5;2443;3772;2;1945;37;9;1325;3518;536;0;3080;6;5726;1808;45;29;5;22;141
45;2400;0;0;547;553;535;338;313;185;560;72;21;353;18;849;413;6;64;758;47;31;409;5;618;816;630;101;757;1156
58;2400;0;0;674;694;570;385;303;206;398;55;16;484;4;891;424;5;26;618;42;17;556;2;428;770;720;97;656;1101
43;2380;0;0;648;590;491;316;469;325;495;59;26;568;13;829;411;8;14;685;53;19;659;1;484;614;594;141;657;903
1248;4840;2;0;473;629;511;1558;614;168;759;256;419;227;573;1445;271;1039;80;3236;33;189;448;18;1967;946;814;194;766;1687
