6980;40620;0;1535;4312;6872;6214;11189;5849;8276;7690;23203;5577;11540;3066;19282;18896;9337;14869;7948
1;32;0;0;1;2;6;17;2;6;0;9;1;16;0;17;10;13;35;0
2417;7180;14;0;729;3219;324;1847;565;1636;1823;2981;323;2535;1982;2763;3035;1672;1888;762
6283;9920;0;0;2701;3460;6154;6;6919;81;177;782;2;15;12621;605;44;15;60;2235
4078;8676;1;0;3374;8050;2917;27;3816;63;250;1665;10;38;4484;607;71;19;88;7315
1696;7184;0;0;3312;5032;3025;11;4719;58;78;657;0;30;4888;146;27;1;33;6819
764;2400;0;0;199;550;15;688;57;706;1085;1341;140;951;59;1255;1139;538;702;11
766;2400;0;0;85;394;11;905;34;857;1064;1202;146;929;78;1361;969;656;739;4
631;2380;0;0;55;488;19;955;54;810;857;1152;213;911;68;1334;1040;842;685;1
2403;4840;0;3;325;2828;1287;489;666;789;1319;3111;91;957;1571;2018;1492;462;733;26
