2738;40620;971;2667;2187;4324;0;1513;6465;2438;2067;2103;535;8417;3029;4559;1108;6739;4335;984;5860;2237;4119;2029;50;2964;2236;2403;2053;2178;1130;3254;665;3187;6513;4242;651;4004;2272;7086;1751;1298;2488;2522;2374;2245;1337;5081;1478;2056;6048;6800;3495;506;1279;1986;2328;3432;3734;4085
11;32;0;3;1;1;0;0;1;29;0;0;0;6;3;5;0;0;1;0;1;1;3;0;0;0;3;1;0;5;2;1;0;0;1;3;0;0;0;1;0;2;0;2;1;0;3;2;0;0;13;3;3;0;1;8;3;4;6;2
296;7180;0;790;127;852;14;58;784;122;170;535;533;908;348;403;46;748;608;414;972;340;871;78;1341;531;578;386;794;151;339;1018;666;419;1453;398;10;538;240;1122;730;1082;199;535;910;181;158;900;185;357;512;491;664;0;606;142;534;633;1004;691
0;9920;0;2;2339;43;0;0;18;67;702;10;3929;136;1;0;3;287;138;2088;18;0;6;1564;822;3;10;96;2530;3086;1224;4229;5617;1663;614;41;0;1167;0;17;54;851;2730;33;559;598;2529;5;1293;1;43;193;5;0;741;24;2;13;3;13
5;8676;0;5;1025;87;1;1;35;35;1287;12;1219;216;6;12;18;405;126;1509;37;0;27;916;4231;9;5;116;1900;1285;1057;1633;1270;2309;531;19;0;4026;0;40;105;2040;1487;29;586;2275;1191;6;1289;1;36;757;28;0;1535;28;6;6;3;50
2;7184;0;4;1694;15;0;0;10;7;1439;10;1693;16;3;7;0;44;35;810;16;0;14;383;1941;7;1;59;1064;1303;1140;705;2006;1854;31;6;0;3183;0;20;35;926;2289;32;107;2551;1222;2;1444;0;7;318;9;0;2036;2;0;2;8;20
77;2400;0;256;6;442;0;37;344;44;22;357;13;383;148;154;11;466;301;108;424;107;311;2;1;210;166;219;112;5;83;234;1;29;549;146;0;0;90;331;468;241;8;179;567;2;18;372;20;203;153;251;254;0;177;30;210;129;414;315
57;2400;0;307;4;506;0;28;352;34;10;358;8;431;150;111;12;352;353;111;338;119;349;2;0;278;283;273;113;1;17;246;0;15;616;175;2;0;146;399;371;211;3;261;461;0;4;235;8;222;144;179;269;0;64;31;297;125;376;383
100;2380;0;321;1;349;0;34;265;67;3;245;6;441;212;169;18;382;360;82;362;188;305;5;8;243;378;265;145;6;32;261;1;20;578;180;3;0;187;389;319;182;5;279;361;0;13;301;8;176;222;220;211;0;73;60;308;158;318;290
76;4840;0;201;129;606;0;9;539;127;23;238;252;637;95;141;32;1371;423;471;476;80;342;731;145;157;184;266;1448;539;333;1412;295;88;1307;183;10;9;54;485;549;1040;118;269;726;1;340;493;75;90;244;729;217;1;614;68;132;176;415;359
