53872;43;7259;93904;82944;47;83572;155226;54293;55401;103721;80002;64;133086;120845;92105;76117;13436;131111;113191
48;0;176;0;0;0;423;0;394;17;2;69;0;0;4;1;35;722;0;20
5763;0;63;213;193;0;2885;10930;5568;560;6656;87;0;2384;61;9261;6957;964;11251;11699
3982;14;5;8453;5242;0;663;9291;3145;4589;10600;5;28;9739;5070;1632;2814;134;3190;6878
2511;0;0;10054;3424;0;334;2583;2858;2662;8496;8;0;10474;4751;1010;2132;108;886;5312
256;0;4;8930;3336;0;164;780;79;1747;5051;6;0;9639;7137;103;183;41;60;284
2724;0;13;5;866;2;534;251;1675;589;1654;25;1;225;132;489;1463;182;110;1429
2034;0;7;5;797;0;299;560;574;250;4095;19;0;713;209;409;888;56;109;1576
2040;0;0;10;762;0;138;985;657;367;3873;0;0;973;136;189;678;34;165;1593
5769;0;0;256;866;0;438;2808;3531;823;8359;4;0;2955;478;964;2605;98;1105;6741
