17536;18;3528;4;32947;24867;14257;5404;40938;22022;57;28825;35593;49023;13726;24;41296;41991;22216;35692;61730;50980;33516;26063;24032;49428;4295;34997;17817;63625;21;18165;34636;45270;41808;6522;38208;36786;36051;51399;40470;42936;32418;40862;40;53037;34978;3734;37054;59397
244;0;38;0;9;17;0;1;0;7;0;341;0;0;7;0;0;1;7;0;0;1;0;7;15;2;117;13;84;0;0;10;8;0;3;640;0;40;0;0;0;3;49;2;0;1;1;242;1;0
1804;0;6;0;10;125;58;5;26;2814;0;1225;17;4752;1313;0;1800;45;971;46;90;3697;2554;2809;2164;3;122;3540;2298;33;0;1994;2466;2567;4507;981;1387;243;34;1337;3888;4854;2999;4701;0;3213;3721;95;8;4173
1085;6;0;0;0;2171;1231;0;1496;1670;8;168;1062;1078;495;0;4960;3194;252;3936;4841;1286;2070;3355;1522;630;6;1217;1549;5542;31;1678;936;2282;2948;124;2995;36;4087;2251;381;3453;1389;1473;8;2314;579;5;1;3673
1166;0;0;0;0;1242;1487;0;1717;1473;0;54;750;208;342;0;5259;1910;164;4692;6045;710;752;2856;1002;699;3;946;1215;4859;0;779;649;285;2412;65;2433;16;2644;1878;117;1467;1216;1020;0;1071;399;0;2;1599
28;0;1;0;3;783;1514;0;3206;98;0;28;1328;22;54;0;6472;1367;96;3520;5561;17;512;1824;56;2148;18;45;31;3865;0;162;106;26;101;18;980;14;1567;1388;5;180;40;84;0;26;52;3;0;451
456;0;0;0;12;85;5;3;7;882;0;229;251;10;298;2;309;332;162;0;20;185;36;1168;679;44;38;613;824;71;1;1418;473;17;605;169;570;37;308;77;36;142;985;179;0;209;260;13;1;148
161;0;0;0;1;14;1;0;4;684;0;180;94;15;117;0;770;227;95;0;17;196;66;1738;549;26;8;471;239;126;0;947;242;52;733;65;1984;20;488;399;62;283;467;94;0;381;215;13;0;356
187;0;0;0;0;38;3;0;1;690;0;64;76;24;92;0;902;245;39;0;19;171;319;1857;436;14;3;271;393;60;0;1093;241;63;806;25;1649;7;366;619;18;368;318;137;0;354;79;0;0;553
970;0;0;0;0;197;65;0;72;2404;0;174;94;250;382;0;2225;249;140;27;294;823;602;3815;1580;34;10;1137;2065;198;0;2457;855;447;3275;69;3603;22;302;1835;136;1545;1545;888;0;1395;382;0;0;1237
