33684;17;3229;4;11579;16357;23302;25750;12;28980;15006;5129;21520;24;31402;29218;28832;7816;21;18181;23158;30735;15983;12664;18158;26885;11938;24277;3692;21413;13363;26610;31393;29898;13508;45628;29949;11039;33550;48233;22470;37;12484;27843;24329;4733;49301;42919;30266;32622;14240;27143;42;14931;36076;41854;23593;31916;61631;14990;28895;8010;4125;10894;31130;17922;7;30980;17965;14754
0;0;34;0;27;0;0;0;0;1;1;1;67;0;0;0;0;4;0;3;21;0;13;2;1;4;5;0;201;9;16;3;1;0;6;0;0;8;1;0;2;0;0;24;1;533;0;0;0;1;30;0;0;0;2;0;2;1;0;131;31;90;121;502;1;7;0;0;0;3
54;0;6;0;1669;9;846;2;0;11;1046;18;1765;0;2669;35;2069;653;0;1611;1811;8;1295;570;32;2780;1409;1653;80;1628;429;1;3014;1957;1379;47;3085;1506;3543;2499;2345;0;35;357;0;607;2729;1015;772;3100;52;2;0;33;1;3084;31;3768;31;1556;148;1007;109;852;3568;2431;0;2998;2255;1420
2702;5;0;0;1158;0;2455;334;1;1278;337;0;823;0;325;3239;4245;193;30;1144;461;3219;563;818;2231;1089;679;1282;5;1035;124;0;788;1699;1360;3459;2290;920;1499;1774;1189;8;1074;54;1;44;2501;1693;1951;2280;1453;595;7;1375;413;872;1330;1140;5242;1122;13;400;6;125;2500;1613;1;304;246;2358
3291;0;0;0;783;0;2794;328;0;876;273;3;560;0;41;3848;3286;140;0;689;246;2092;429;1518;1318;869;699;317;0;1041;46;0;604;156;520;4220;2052;772;376;569;1022;0;1301;19;1;14;668;1414;1513;1223;785;434;0;1046;444;386;818;802;4854;1124;3;410;0;26;1011;1428;0;105;173;1823
3461;0;0;0;22;3;2861;1518;0;1007;96;0;11;0;9;2755;2748;60;0;25;35;1086;27;2513;514;27;32;215;4;21;36;0;53;22;137;3905;254;60;35;16;65;0;1361;12;0;14;154;1028;640;59;424;964;0;1888;1345;11;792;66;3905;16;4;30;16;23;227;115;0;2;21;1050
3;0;0;0;706;11;79;3;0;201;177;5;417;2;3;0;251;131;1;420;294;198;377;205;215;443;645;21;11;381;91;0;248;2;766;6;371;994;19;74;577;0;0;49;0;91;69;57;357;186;43;111;0;70;13;117;125;113;54;312;18;242;31;203;95;484;0;34;135;1012
3;0;0;0;229;0;174;0;0;55;60;0;205;0;8;0;717;28;0;312;229;322;172;422;402;329;279;33;12;641;58;0;182;28;420;10;682;836;16;150;330;0;0;54;0;52;179;272;1535;214;1;29;0;138;5;128;47;76;89;98;15;71;7;104;206;505;0;44;131;1256
1;0;0;0;388;0;256;0;0;63;58;0;92;0;10;0;831;19;0;263;120;247;119;507;286;204;315;230;0;480;19;0;128;28;519;16;784;832;37;154;366;0;2;26;0;17;316;436;1268;217;6;20;0;82;1;106;56;90;38;134;3;83;3;46;323;619;0;14;29;1293
97;0;0;0;1705;0;795;0;0;66;274;0;768;0;72;16;1447;133;0;1003;389;198;511;1337;379;1031;1103;331;0;1596;58;0;544;283;1189;205;2196;2213;371;686;1290;0;36;42;0;34;709;1500;2794;1316;119;23;0;143;0;487;93;676;176;901;8;347;9;117;1059;2242;0;132;137;2414
