9736;3373;5843;14208;16253;11988;23450;9495;23605;23686;19637;30424;3616;511;18535;7623;16527;27293;22616;23179
147;814;288;268;311;390;30;614;77;1;179;26;578;2;43;485;100;10;39;50
3310;3367;4972;4042;8957;6572;90;6144;10036;12193;9965;295;1772;2688;8501;5103;7157;10046;11026;6509
67;309;366;275;614;276;2;556;848;1469;643;24;83;492;849;235;441;702;1082;789
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2440;455;639;3720;2565;3060;139;1508;2591;5070;4211;381;226;702;4647;1578;972;4450;4303;6743
1546;964;787;2340;3096;2830;86;2167;3155;4745;4092;393;235;786;3523;1739;1884;4158;4892;5386
1656;569;514;2934;2114;1962;538;1345;2170;3109;2740;2316;180;844;3701;1308;1295;3160;3073;5905
3237;3002;2900;4402;8331;5766;274;6003;9339;7525;8897;1351;842;2710;7911;4415;6291;9025;11594;9207
