3991;706;8524;4410;7231;10137;10907;2692;14552;275;2306;8764;14117;386;5543;11410;8193;10012;5425;584;9797;8421;11046;469;2644;9824;5495;12076;14508;9728;3698;7247;7455;13918;21611;13383;9855;12885;5044;2329
547;95;9;213;92;3;20;167;3;5;218;152;6;0;212;0;57;46;120;0;49;9;9;1;401;215;70;16;1;61;451;65;79;33;1;1;3;107;208;707
2764;471;3337;917;3365;4347;5158;2725;16;1652;1631;5100;3218;2361;2994;6761;3583;346;2989;1006;4009;5406;455;1625;1057;4875;1740;4702;6481;4855;3108;3774;1224;5215;14;4708;4214;4844;3266;2432
117;4;176;65;80;356;383;189;1;201;75;378;565;229;314;766;250;72;214;264;368;420;23;336;34;280;41;410;725;381;334;236;26;334;0;407;362;361;101;244
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
987;79;487;853;2132;1285;2057;319;28;404;356;2181;2983;342;694;2756;2241;660;1090;1320;2778;4596;595;303;120;1274;1227;1364;2252;1686;581;305;1558;2912;14;1515;1061;1439;1251;315
1152;178;833;885;1547;1102;1765;276;26;317;528;2030;2765;452;933;2605;1656;893;1140;2283;1957;3316;286;639;120;1707;793;1610;1952;1915;1088;812;564;2383;20;1550;1471;1575;1088;592
800;221;581;1546;1190;599;992;226;222;326;431;1393;2753;198;556;1556;1206;3022;753;2675;2163;2790;320;670;88;1142;857;855;1621;1159;542;532;710;1769;502;1129;953;1270;840;275
2197;693;2992;1758;3048;3159;3892;1259;77;1043;1564;4629;4561;958;2881;3684;2999;2766;3029;4505;4210;4412;447;2063;397;4735;1774;4181;5100;4669;2827;2831;1028;4913;76;4030;4151;5101;2610;1773
