0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1296;104;129;224;23;0;31;571;121;36;528;41;51;85;22;88;128;241;85;560;213;425;158;263;35;194;162;447;543
12;27734;7080;922;7541;1865;41;3000;4258;3174;2517;3119;3259;2066;7250;989;3952;8015;4652;1839;10283;7997;4031;7373;2988;1083;7157;1467;2364;7544
0;15196;204;895;3610;1715;0;2997;1772;230;2471;5252;3936;1857;2592;629;3567;596;302;3829;2519;3698;221;3140;3309;1263;5662;1966;636;5715
0;12500;22;637;4076;2601;0;3833;1383;195;2821;5157;5848;893;2593;830;3392;195;106;1975;179;230;97;981;1711;816;6860;1086;212;4396
0;2172;9;184;1047;559;0;706;192;39;509;474;1016;138;456;347;554;22;69;399;36;180;5;143;352;202;838;194;30;531
14;13991;3007;853;2400;474;72;417;968;7196;595;404;645;1056;1642;321;794;1540;8050;689;1842;2692;5082;3535;886;389;2284;601;9142;1856
0;9040;885;1216;1052;549;13;985;745;3613;715;512;989;708;1222;444;1310;1361;2654;1101;715;1495;3328;2291;2143;513;1015;553;5227;1066
0;7184;1627;476;1117;559;6;1393;726;2038;963;816;842;801;1460;244;1406;2471;1320;774;716;1534;1109;2318;965;396;1153;596;1702;1004
0;15100;6434;593;2622;1118;0;2095;961;1938;2429;1913;2565;1375;3274;777;1660;5886;3409;1157;2811;5224;769;5512;820;639;2504;721;1821;3148
