0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
322;70;355;30;55;0;124;554;19;0;331;40;422;129;66;1296;42;58;210;364;19;0;99;151;25;91;104;199;50;37;50;52;1;250;135;81;663;180;114;16
2323;411;3129;2136;1725;11;2293;7918;786;17;6043;2764;2059;6853;1595;27734;1626;3524;7663;3194;720;21;2618;2406;2116;559;1693;6850;4814;1550;1350;4470;34;5540;5316;6376;3259;4066;6473;1537
250;425;1109;2340;1559;0;2765;1696;787;0;4019;2628;1548;428;1860;15196;3281;2727;3065;62;461;0;4013;2715;1894;872;69;3334;1522;1608;1487;1379;2;2689;4040;156;4238;230;1985;1340
97;243;282;3961;775;0;1671;135;519;0;4943;2997;1181;121;1660;12500;2340;2512;160;31;647;0;4601;1480;2829;397;32;433;262;1489;915;977;0;2114;4960;17;3778;60;2494;2012
9;81;85;717;121;0;447;11;161;0;784;561;202;13;368;2172;455;378;144;2;292;0;513;319;514;68;7;82;20;266;138;158;0;373;529;4;321;48;599;441
7585;672;6592;501;795;14;602;1576;220;20;2425;456;430;1228;510;13991;394;688;2739;1863;228;18;275;783;346;256;6244;1329;2653;438;532;1762;186;1051;1920;2533;630;5924;2674;354
4701;852;3756;807;580;0;835;475;349;3;765;944;465;1156;761;9040;550;1027;1256;1460;332;0;405;1999;505;243;3224;1108;1675;543;466;993;46;1039;792;836;530;1553;908;481
1691;278;1399;639;656;0;668;483;260;20;516;1183;452;2218;684;7184;546;1147;1380;681;172;0;677;790;868;236;1639;1045;1770;560;523;976;14;1069;798;1577;739;791;951;436
1081;197;2382;1905;1245;0;1328;2081;512;0;1778;1738;440;4834;1445;15100;1125;1277;4637;523;610;0;1448;638;1811;287;1486;3053;4520;1051;716;1876;1;2690;1681;6236;1742;2873;2032;896
