0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;1296;259;0;1005;165;104;501;727;193;72;50;211;344;0;811;330;447;35;70
11952;27734;5669;41;11249;12319;1615;5254;15908;3208;6034;2671;4561;7330;12;4829;8345;11345;1696;3800
5047;15196;5651;0;9257;685;2115;878;5099;3398;6263;2643;7105;538;0;3649;1754;5384;1205;3912
5080;12500;4481;0;9737;122;1283;706;487;2048;7262;4157;6956;334;0;2061;1029;1504;1455;4423
896;2172;1027;0;987;26;267;106;93;349;1077;850;1169;149;0;329;108;455;528;815
3390;13991;1523;86;3539;4302;758;14104;3555;1258;959;940;939;12236;14;1274;2259;6831;527;952
2141;9040;1670;14;1668;1796;874;8064;1853;1030;1700;1438;1710;4472;0;1959;2269;3729;714;1319
2262;7184;1545;10;1639;3138;646;3278;1743;1218;2101;1037;1371;2264;0;1123;2569;2661;440;1487
4540;15100;2788;0;4415;10694;953;2485;5675;1497;2990;2004;2996;4895;0;1079;4366;8115;1199;3484
